GeoId,Population,pre_cal_prob
01001,55380,0.7148918213386981
01003,212830,0.7193000468747361
01005,25361,0.7178471631539969
01007,22493,0.7363063122095396
01009,57681,0.7330297468731366
01011,10248,0.7453358358119921
01013,19828,0.7219058250817355
01015,114618,0.7088231589191143
01017,33660,0.7178779405821523
01019,25903,0.7079707064630483
01021,44055,0.7043715595844188
01023,12925,0.7246711982675036
01025,24128,0.7315072835809144
01027,13337,0.6746102368988097
01029,14916,0.6382666179420007
01031,51662,0.7037820320888022
01033,54771,0.6821722673819057
01035,12394,0.7308196797922079
01037,10757,0.6989255854690757
01039,37200,0.6564647709638505
01041,13844,0.668529131918437
01043,82853,0.6677411967684611
01045,49277,0.6746919374586108
01047,39149,0.7705534027624907
01049,71310,0.6881508639866235
01051,81144,0.7024771115691358
01053,37057,0.6998979116621261
01055,102748,0.6841849204343092
01057,16494,0.6502162104610357
01059,31466,0.6831346909656935
01061,26417,0.6545461212059718
01063,8324,0.7906513648172391
01065,14809,0.7541009799481357
01067,17133,0.682473098954212
01069,104702,0.7176685472438398
01071,51852,0.7179711578006407
01073,659680,0.7408433946382407
01075,13885,0.7041739961892509
01077,92556,0.6887467618413244
01079,33058,0.6982752537110654
01081,161152,0.7227192024717031
01083,94727,0.7122760464363196
01085,10079,0.7734560034024793
01087,18708,0.7835573959277271
01089,362276,0.7319399330726225
01091,19321,0.7436747005571743
01093,29866,0.6999713416039925
01095,95643,0.7063313231131636
01097,414114,0.7327503562034772
01099,21270,0.7537315752678271
01101,226941,0.7519371145748333
01103,119213,0.6957877644668008
01105,9293,0.7633135356234084
01107,20243,0.7097789086326995
01109,33333,0.7261993559204828
01111,22647,0.6714797805759392
01113,57952,0.7376363331585382
01115,87989,0.7328219376100106
01117,213432,0.705612371403546
01119,12797,0.764443984554628
01121,80387,0.7086137805279819
01123,40541,0.7201551136518844
01125,207305,0.7146551410785795
01127,64110,0.6660391664547871
01129,16541,0.7053330148575472
01131,10681,0.7629217246615007
01133,23784,0.6673180945079077
02013,3385,0.7688184737886141
02016,5698,0.7583760829233358
02020,293531,0.712496701748067
02050,18134,0.766355833653993
02060,875,0.7187491802032812
02068,2246,0.6884549957055236
02070,4961,0.7290553868111068
02090,99072,0.6996548729180402
02100,2518,0.6683113912922449
02105,2139,0.7770186214388571
02110,32227,0.7040656822497604
02122,58464,0.6866267802098942
02130,13800,0.7241107079751161
02150,13451,0.697714547031375
02158,8250,0.770803069531071
02164,1393,0.7481586525231028
02170,105369,0.6563773956130641
02180,9988,0.7195741564846805
02185,9792,0.7561246333421493
02188,7715,0.7758587553634497
02195,3257,0.6910760205246176
02198,6407,0.7297363661100272
02220,8640,0.7028225878535566
02230,1107,0.6742588689439667
02240,6878,0.6736683690177744
02261,9243,0.7526971304101995
02275,2502,0.7175917027767136
02282,649,0.7687677040606854
02290,5377,0.7620912955492158
04001,71511,0.7745658491127279
04003,125867,0.7082372209569802
04005,141274,0.7149038205541682
04007,53546,0.7214604025045871
04009,37996,0.661690336773477
04011,9522,0.6853118276404073
04012,20793,0.7630927767756437
04013,4328810,0.7031534917865767
04015,207695,0.7421269805221893
04017,109270,0.7528231967691943
04019,1027207,0.7097097779571153
04021,432793,0.7199541815017829
04023,46480,0.7366316958430449
04025,228067,0.7588696313903484
04027,209468,0.7212826930622234
05001,17914,0.6940808825745545
05003,20270,0.6760537843709234
05005,41427,0.670990629773309
05007,265759,0.6957522060240469
05009,37331,0.6215124336966381
05011,10874,0.7037401252520565
05013,5192,0.6563063925282978
05015,27965,0.7429983207589396
05017,10615,0.7408286951132711
05019,22386,0.6789083740285408
05021,14889,0.6452383669803171
05023,25100,0.6944004253791206
05025,8128,0.6592127157021348
05027,23776,0.7296979556101031
05029,20858,0.6516197931785247
05031,107345,0.6915151452737729
05033,62739,0.6956737364911437
05035,48672,0.7279031873173052
05037,16824,0.66624893029515
05039,7279,0.7322574568100917
05041,11709,0.7227229131450261
05043,18417,0.6715039229691484
05045,123624,0.65938488301411
05047,17738,0.7332490102659492
05049,12231,0.7771019698535294
05051,98555,0.7327645560303757
05053,18126,0.6844835303351156
05055,44937,0.6847225861531727
05057,21842,0.7276695117756203
05059,33597,0.6951807105325207
05061,13311,0.6804029418980378
05063,37427,0.6857405726803141
05065,13570,0.6505971680152474
05067,17027,0.6797474482013284
05069,69282,0.7395696029287453
05071,26372,0.6334908069121268
05073,6800,0.7372790273979171
05075,16549,0.6254011717553594
05077,9194,0.7143315054525003
05079,13455,0.664498066331414
05081,12347,0.7416494512230296
05083,21668,0.6355059516409113
05085,72528,0.657782155586773
05087,16211,0.6595823513556709
05089,16476,0.6903539906598423
05091,43572,0.7223526253216571
05093,42126,0.7229123850479382
05095,7050,0.7254340861289547
05097,8950,0.6579960628035177
05099,8351,0.6773498349608371
05101,7812,0.6436610853824217
05103,23830,0.7508549826633883
05105,10355,0.645182737715033
05107,18606,0.7685418537317943
05109,10756,0.644119160437229
05111,23896,0.6688297287764997
05113,20094,0.6806618590566018
05115,63761,0.7036712944901375
05117,8189,0.6573141489943318
05119,392967,0.7293064427964427
05121,17695,0.6828441218289681
05123,25900,0.7287580987030016
05125,119415,0.7071552082929998
05127,10376,0.6402611009002649
05129,7908,0.6402185812262615
05131,127591,0.693739638742257
05133,17081,0.6785406234913982
05135,17139,0.728657951172758
05137,12475,0.7199422629934082
05139,39449,0.7265963209905504
05141,16642,0.6746564546056625
05143,232289,0.7176527930445831
05145,78762,0.7017255432533407
05147,6533,0.6984928507085261
05149,21464,0.6529967743496926
06001,1656754,0.7761910287563605
06003,1039,0.751612081962475
06005,38429,0.7104894834242793
06007,225817,0.676857787620597
06009,45514,0.7518530850316023
06011,21454,0.7154015824120165
06013,1142251,0.7561152234269887
06015,27495,0.7013990611387638
06017,188563,0.7195635394711516
06019,984521,0.7237257681126557
06021,27976,0.7251303722499209
06023,135940,0.687838525117626
06025,180701,0.735357473772679
06027,17977,0.718786756279568
06029,887641,0.7184770599343886
06031,150691,0.7046995421405262
06033,64195,0.7327076622501884
06035,30818,0.6565183188448065
06037,10081570,0.7493576013006217
06039,155433,0.7332999102549207
06041,259943,0.7307612342664223
06043,17420,0.6979327934701431
06045,87224,0.7085882937808237
06047,271382,0.7266646407534594
06049,8907,0.6791544097735918
06051,14310,0.7222262460961445
06053,433410,0.7408877498744157
06055,139623,0.7183567161978532
06057,99244,0.7199489494245869
06059,3168044,0.7397598602449806
06061,385512,0.7092539582941486
06063,18660,0.6895862984108825
06065,2411439,0.734967413988364
06067,1524553,0.7282388620178104
06069,60376,0.7355704823192023
06071,2149031,0.7339683442833799
06073,3316073,0.7250769849183667
06075,874961,0.7624590172281588
06077,742603,0.7375066666497494
06079,282165,0.7234487862412806
06081,767423,0.766369054707887
06083,444829,0.7198075998155591
06085,1927470,0.7721330080140121
06087,273962,0.7258098587879032
06089,179212,0.6761525165061912
06091,3040,0.6692407260009882
06093,43468,0.7131730051119461
06095,441829,0.7472909930844752
06097,499772,0.7267610912439536
06099,543194,0.7182630023744523
06101,96109,0.7101850636819038
06103,63912,0.7134995544720807
06105,12700,0.7155007103369943
06107,461898,0.7206323584540179
06109,54045,0.743985199707479
06111,847263,0.7191394487801535
06113,217352,0.7044399081014108
06115,76360,0.710360993205398
08001,504108,0.69461252319111
08003,16107,0.6952821579990381
08005,644560,0.7060804854105649
08007,13253,0.7242398965146164
08009,3561,0.6453860330742545
08011,5787,0.7360291845161147
08013,322510,0.6824218830319533
08014,67886,0.6979013594040304
08015,19557,0.6861498078760856
08017,2026,0.6716481648292086
08019,9495,0.733341393726775
08021,8128,0.6837974279850857
08023,3745,0.7265227211277385
08025,5754,0.7268407429258376
08027,4776,0.8065654757086079
08029,30565,0.6970159462385636
08031,705576,0.7107745908230618
08033,1857,0.6697996915563236
08035,336041,0.6951865277683489
08037,54681,0.6872134218880234
08039,25717,0.6929300395688707
08041,698974,0.6956400122145874
08043,47321,0.6620581566726992
08045,59055,0.6804085883163549
08047,6018,0.7758382124210932
08049,15303,0.747123249016383
08051,16802,0.7095656789396266
08053,857,0.694916922991224
08055,6679,0.743015504555392
