Day, CBG(from), id(from), CBG(to), id(to)
77, 271630710181, 3, 271711009001, 2
77, 490111251021, 3, 490039604002, 2
77, 060730200253, 2, 060650432571, 1
77, 482012230021, 1, 483396923005, 2
77, 120710402081, 1, 120710401233, 3
77, 060670093311, 1, 060670093301, 2
77, 040131131002, 2, 040210003142, 1
77, 060371064061, 2, 061110052031, 3
77, 420659507003, 1, 420333304003, 4
77, 483030104081, 1, 350359400001, 1
77, 191210601001, 2, 191976801002, 2
77, 290470221005, 2, 290470220002, 5
77, 481199501001, 2, 482239503001, 2
77, 471630414002, 1, 471630408001, 1
77, 361130709003, 1, 361150803001, 1
77, 290190011033, 1, 291414705002, 1
77, 420199122001, 2, 420030201001, 2
77, 290370600044, 1, 290370600041, 1
77, 180816104014, 1, 180973573001, 1
77, 220779519001, 2, 220330045091, 1
77, 360810838002, 1, 220710134003, 7
77, 170316308003, 1, 170311407012, 1
77, 060750615001, 3, 060750257021, 1
77, 171635032021, 2, 171194035342, 1
77, 471650211052, 1, 470370153002, 1
77, 391131650001, 2, 391130024001, 1
77, 040132172034, 2, 060374318001, 1
77, 120850004001, 4, 121113821121, 7
77, 240317051002, 1, 340230093002, 2
77, 170317402003, 2, 170317110001, 1
77, 171336004022, 2, 171635039043, 1
77, 471570217532, 1, 471570226001, 5
77, 484530017652, 2, 484910203281, 2
77, 340258120001, 1, 420912046004, 1
77, 360810919003, 1, 360810019001, 3
77, 471251018021, 1, 470370178002, 1
77, 530530728002, 1, 410510024013, 1
77, 291892164002, 1, 171635034042, 2
77, 010330203003, 2, 171118712081, 1
77, 490572103023, 2, 490039605001, 5
77, 060730178113, 1, 060730083071, 1
77, 483970404021, 1, 483970405054, 1
77, 090010111001, 2, 360610134002, 1
77, 420893008003, 1, 340373732001, 1
77, 340030193041, 1, 340030193061, 2
77, 480559602002, 1, 481872109012, 1
77, 170318017012, 2, 170978611062, 1
77, 121113818042, 2, 120850003001, 6
77, 470370195002, 1, 212110404014, 1
77, 170310301032, 2, 170312004011, 1
77, 060378002042, 4, 060374087061, 1
77, 391535305013, 1, 391535021012, 1
77, 060379200152, 1, 040132168512, 1
77, 371830539004, 1, 371010402032, 1
77, 060378003292, 3, 060371411022, 2
77, 080410045034, 3, 080410021021, 1
77, 320030067001, 209, 320030058301, 2
77, 060650422121, 1, 060650425061, 2
77, 210670042082, 5, 210670014001, 1
77, 060375545121, 1, 060375544031, 1
77, 361190015044, 3, 360810267003, 3
77, 060375773004, 1, 060650432471, 1
77, 390299515001, 1, 540610120001, 2
77, 180190503051, 2, 210290201031, 4
77, 120210104144, 1, 120990077601, 1
77, 120379703043, 1, 120730024151, 1
77, 240217402002, 1, 540379725031, 2
77, 480499501001, 1, 480590301014, 3
77, 360595186001, 1, 360610018006, 1
77, 490039608013, 2, 490572101001, 2
77, 391650322013, 4, 391650319031, 4
77, 060590759013, 1, 060374033031, 1
77, 470090104002, 3, 470090115021, 1
77, 391650316001, 3, 390490073963, 1
77, 170219586002, 2, 171150012003, 1
77, 481130132002, 6, 480850316373, 2
77, 121290102032, 1, 120950170012, 8
77, 360910620004, 1, 361130707011, 5
77, 360610007001, 14, 360470258002, 1
77, 481210201103, 1, 484391140062, 1
77, 320310010111, 1, 060379200152, 2
77, 400272022011, 1, 480850303053, 2
77, 360850291031, 3, 360470304001, 2
77, 120850011041, 2, 120850006042, 10
77, 191530113004, 4, 191030103023, 1
77, 471650212052, 1, 471890301021, 1
77, 482015504023, 1, 482013218002, 1
77, 295101266001, 1, 291892120016, 1
77, 060750119022, 1, 060750129022, 1
77, 121113821114, 2, 120990058081, 1
77, 360810443023, 1, 360470594016, 2
77, 060730200213, 1, 060730201031, 1
77, 360810265002, 3, 360610044002, 3
77, 330130442003, 2, 330151074002, 1
77, 530330218023, 1, 530330229022, 1
77, 360610021001, 4, 360610096001, 7
77, 170318073001, 2, 170978644032, 1
77, 211219306011, 1, 211259707002, 2
77, 421010092001, 1, 340230088001, 2
77, 191573701001, 1, 190990409001, 1
77, 482319610004, 1, 480850312022, 2
77, 471251013051, 1, 391279658001, 2
77, 480850313113, 1, 481130170041, 1
77, 471219603002, 1, 470110102003, 2
77, 180099753001, 1, 180530107002, 1
77, 360595186001, 2, 360594146002, 1
77, 171118701023, 2, 170978611081, 2
77, 360610070003, 3, 360850132033, 2
77, 420770058003, 1, 420770061023, 1
77, 484530024211, 1, 484530024211, 3
77, 040134226331, 3, 040138155001, 2
77, 420770062023, 3, 420770054021, 1
77, 170311408002, 1, 170311408005, 2
77, 390099739011, 1, 390610023001, 4
77, 320030067001, 211, 320030067001, 285
77, 360610015022, 2, 360610056003, 1
77, 483879507002, 2, 481810009022, 1
77, 421059504003, 1, 420599705011, 1
77, 391650308002, 1, 391130023002, 1
77, 120850015002, 5, 120610507051, 1
77, 060710087045, 1, 060710079043, 1
77, 060670006002, 1, 060670095041, 3
77, 060816106012, 1, 482014113001, 3
77, 060373005021, 1, 060377009021, 1
77, 370250426041, 1, 040132168492, 2
77, 340410321023, 1, 120830027023, 2
77, 482090109051, 2, 484910207041, 1
77, 290470217013, 3, 290470217026, 1
77, 391610201002, 2, 391079672003, 1
77, 391130403031, 1, 390610042002, 1
77, 120860093133, 1, 120860121006, 1
77, 460990011061, 1, 460990011062, 5
77, 060190070021, 1, 060190044041, 3
77, 211510107022, 2, 211999308003, 1
77, 530270009003, 1, 530270010004, 1
77, 311090021002, 1, 470650103032, 2
77, 180973401013, 1, 180816106063, 2
77, 391290211004, 1, 391290212005, 1
77, 250250605014, 1, 250250106001, 2
77, 060650419112, 2, 060650430071, 2
77, 481830002001, 1, 483659504005, 1
77, 460830101012, 2, 460059570003, 1
77, 060374022003, 1, 060371431003, 2
77, 120860001131, 15, 120860012051, 1
77, 211510109012, 2, 211130605034, 4
77, 160079502002, 1, 160199703003, 1
77, 180973401013, 2, 180973409012, 1
77, 131150018001, 1, 131150020001, 1
77, 371939607001, 1, 370270305002, 1
77, 211450310001, 1, 210830207002, 1
77, 391719501001, 1, 391259603004, 1
77, 481130136252, 2, 481130190353, 2
77, 340190107012, 2, 340350507041, 2
77, 291174802004, 1, 291174801001, 1
77, 320030067001, 212, 360594117002, 2
77, 482599704011, 1, 482599705004, 1
77, 040131041002, 1, 040136126002, 1
77, 370210022051, 1, 371899208001, 3
77, 060591101171, 1, 060375027001, 1
77, 090010222001, 1, 340170199002, 2
77, 130079601001, 1, 132050903002, 1
77, 291833105022, 2, 291833112112, 2
77, 320030027073, 1, 320030053121, 1
77, 360610081004, 2, 360610052002, 2
77, 380099524002, 1, 380150102003, 3
77, 340170020002, 1, 340170076001, 5
77, 371899204003, 3, 370250409001, 1
77, 150070404001, 2, 150070401032, 1
77, 484530024233, 1, 484530024352, 3
77, 170318314002, 3, 170316203004, 2
77, 040136191001, 1, 040136173003, 1
77, 420293003012, 1, 420293039011, 3
77, 170318285061, 1, 170315306002, 1
77, 120850013022, 1, 340258100012, 1
77, 170311902001, 1, 170311005002, 1
77, 421010114001, 2, 420454086004, 1
77, 120690313103, 1, 470370151004, 2
77, 060371220002, 3, 060371375041, 2
77, 040210002092, 3, 040138160001, 4
77, 482013413022, 1, 480396607012, 1
77, 170059513004, 1, 171290103003, 2
77, 180670005003, 1, 180670009003, 1
77, 484910205043, 1, 484910207031, 2
77, 040136176002, 1, 040136119002, 1
77, 180759633002, 2, 180099751002, 2
77, 482015429002, 1, 482015429002, 3
77, 391034172003, 1, 391034152002, 2
77, 180030109002, 1, 181790404001, 1
77, 482014522022, 2, 482015113022, 2
77, 481130152044, 1, 484391136104, 1
77, 461150003001, 1, 461150002002, 2
77, 420293008001, 1, 421010381002, 1
77, 490050014011, 3, 490351135251, 2
77, 390170110031, 2, 391650324002, 1
77, 320030067001, 215, 120970408042, 3
77, 330150550021, 1, 250173172032, 1
77, 060190044041, 1, 060390005062, 1
77, 371830537072, 1, 371830526022, 1
77, 320030058482, 1, 040138141003, 3
77, 320030028311, 1, 320030068004, 28
77, 060372756021, 2, 060372701001, 1
77, 460830101073, 1, 460830101073, 2
77, 010299597003, 2, 480291218101, 1
77, 171194008023, 1, 171194009032, 1
77, 050910202002, 1, 050910205001, 1
77, 170318300043, 3, 170318333001, 4
77, 481130190293, 2, 481130190273, 1
77, 371830542092, 2, 371830527061, 1
77, 461030114002, 7, 271630709122, 1
77, 481810001021, 3, 481810001012, 1
77, 190570011002, 1, 170679540001, 1
77, 482199502001, 2, 482199501001, 1
77, 480850318051, 1, 481130190404, 1
77, 170898508005, 1, 170318046113, 1
77, 530630105031, 1, 160219702002, 1
77, 390230032001, 2, 391131201012, 1
77, 200910507003, 2, 200910531011, 1
77, 060750118001, 1, 060750313013, 1
77, 391290217003, 2, 390450306002, 1
77, 420454078062, 1, 420454062012, 2
77, 060650432273, 3, 060650432161, 3
77, 040134202062, 2, 040134201091, 3
77, 360710142023, 1, 360610076001, 12
77, 390351891092, 1, 390351752012, 1
77, 291554705003, 2, 050930107001, 1
77, 340311248002, 1, 340311752002, 2
77, 340297361053, 1, 360850208011, 4
77, 320030049262, 2, 320030067001, 286
77, 481130181361, 1, 481210209001, 1
77, 320030067001, 218, 291833112121, 2
77, 170319800001, 13, 170310714002, 1
77, 360810864001, 4, 220710134003, 8
77, 360790115001, 1, 360790104003, 1
77, 290470221002, 3, 290950149051, 3
77, 291138103043, 1, 291138103041, 1
77, 290950141011, 1, 290950147021, 2
77, 320030067001, 219, 040134222094, 1
77, 360610015021, 4, 360610064001, 1
77, 482012317002, 1, 480717102001, 3
77, 340130080001, 2, 340190110024, 1
77, 510670205004, 1, 170319800001, 16
77, 530530725031, 1, 530530726032, 1
77, 060379201081, 2, 061110085003, 2
77, 060730188012, 2, 060650432421, 6
77, 471550811011, 3, 130439502003, 1
77, 391034173002, 1, 391535072012, 1
77, 482511302121, 1, 482511304053, 1
77, 120710601021, 1, 120710101032, 1
77, 360850208011, 3, 360850198004, 1
77, 340350526013, 4, 340390379004, 1
77, 482014211012, 1, 482014101001, 2
77, 271630710102, 1, 190119602001, 1
77, 482090102002, 1, 482090108042, 2
77, 060730170301, 1, 060730170301, 2
77, 090010101022, 3, 360610026021, 1
77, 181050002011, 1, 180571110081, 3
77, 420893003044, 1, 340170132002, 1
77, 360471186001, 1, 360471176022, 1
77, 191573703004, 2, 191573704002, 2
77, 060379800281, 22, 530330082001, 7
77, 420454080023, 2, 340090209021, 1
77, 120070002002, 1, 120070001003, 3
77, 483671407052, 2, 481130019002, 9
77, 220190018013, 1, 483519502002, 1
77, 390553106001, 1, 390070007034, 1
77, 470370107021, 1, 171194026003, 1
77, 482015424001, 1, 482015424001, 2
77, 171610222002, 1, 171310401003, 3
77, 211110117113, 2, 181630038034, 1
77, 170978618031, 1, 170978626034, 1
77, 190370704004, 1, 191712901001, 1
77, 060371413041, 1, 060371288011, 1
77, 170315608005, 1, 211110078001, 1
77, 484530013052, 1, 484530007001, 3
77, 210670020013, 1, 211110104061, 3
77, 040137233042, 2, 040130822112, 2
77, 040136187002, 1, 320030036182, 1
77, 481130099002, 6, 481130111033, 1
77, 360290091152, 1, 360290052013, 1
77, 170978608091, 2, 170978646021, 1
77, 481130168031, 1, 484391135193, 2
77, 450130022021, 1, 450130007004, 1
77, 120850006061, 3, 121113820081, 1
77, 180430703011, 1, 180430710051, 2
77, 250251404007, 1, 250173566013, 1
77, 040133189002, 1, 040136100004, 1
77, 421257511001, 2, 530330322072, 1
77, 191530051003, 5, 191530051003, 6
77, 360810179001, 3, 360610103001, 8
77, 360810111001, 1, 360610148021, 2
77, 060376025081, 1, 060590998013, 1
77, 211879702004, 1, 210670039133, 4
77, 040131167291, 1, 040210017051, 1
77, 160010011003, 2, 160270210021, 1
77, 060133373001, 1, 060170317001, 1
77, 420035631002, 2, 420031306003, 1
77, 530330228032, 1, 530330229025, 2
77, 360610091002, 4, 360610087004, 3
77, 060371813002, 2, 060371082012, 2
77, 560419752003, 1, 410510103031, 2
77, 484391115431, 1, 482511302041, 9
77, 340170199002, 1, 360610092001, 41
77, 170318241133, 1, 170318238051, 1
77, 471490415001, 2, 471490405013, 2
77, 320310028023, 1, 320310031012, 1
77, 060590115042, 1, 060590012021, 1
77, 295101124003, 6, 295101255002, 1
77, 360050063001, 5, 340030070011, 1
77, 060378001012, 4, 060371393031, 1
77, 482015424003, 1, 481576731011, 24
77, 170312712001, 1, 170312414003, 1
77, 470370195001, 7, 471490402001, 4
77, 180816102021, 1, 180973908001, 3
77, 483539502003, 1, 483539505002, 1
77, 490351135142, 1, 490351122012, 1
77, 471490408101, 1, 470370156192, 1
77, 210590009003, 1, 210590006003, 1
77, 480759502001, 4, 480659502001, 3
77, 450790114172, 1, 450559709032, 1
77, 090012105003, 3, 340030473003, 2
77, 360593036002, 2, 360810220012, 1
77, 320030043021, 1, 320030069002, 1
77, 271230376021, 1, 270370610091, 1
77, 290950141142, 3, 290950140061, 4
77, 360010140011, 1, 360010146075, 1
77, 360610126001, 3, 360610125002, 3
77, 361190123033, 2, 340170201001, 6
77, 460990011011, 4, 271277501001, 1
77, 390539535004, 1, 511990510003, 1
77, 160010021001, 2, 160010102231, 1
77, 360870111012, 1, 361190131031, 3
77, 271711008024, 1, 271230423012, 1
77, 482012317001, 2, 482012313002, 2
77, 121150027221, 1, 120150204002, 1
77, 481130107032, 1, 484391045053, 1
77, 340311758022, 1, 360870115014, 1
77, 060375541052, 1, 060650406133, 2
77, 131171306123, 2, 131171306123, 3
77, 420293027061, 1, 420454068024, 1
77, 470370106021, 1, 471650210081, 4
77, 171859574002, 1, 180839557003, 1
77, 421257227001, 1, 120710501061, 1
77, 320030067001, 223, 390490040001, 2
77, 060670093292, 1, 060610211221, 1
77, 040136124003, 3, 040136171001, 2
77, 471630426002, 1, 471630426002, 2
77, 170898529032, 1, 450450025062, 3
77, 170310814021, 1, 170318221013, 2
77, 060371414003, 2, 060373023012, 2
77, 360610104001, 6, 360470427001, 1
77, 170119652003, 3, 170438462092, 1
77, 211110101022, 2, 212110402001, 1
77, 551332043023, 1, 551332042002, 1
77, 370270301003, 1, 370270305003, 1
77, 120570139082, 1, 120730021031, 1
77, 120850006031, 4, 120850011042, 9
77, 340130069001, 1, 340230082022, 2
77, 420710147002, 1, 420710115042, 1
77, 061110058013, 1, 060378003244, 1
77, 170910105001, 1, 170910107023, 1
77, 340258099021, 1, 340258095011, 3
77, 420512606002, 1, 421257557002, 1
77, 530330295043, 1, 060590992162, 1
77, 420834204002, 1, 420834206001, 1
77, 420710011001, 1, 280890301013, 1
77, 461150002002, 1, 461150002002, 3
77, 390490081422, 1, 390490006002, 1
77, 484530017732, 1, 484530002061, 1
77, 484391217021, 9, 482570508003, 1
77, 483396923005, 1, 482012514022, 3
77, 390610060003, 1, 211170636034, 3
77, 470110112023, 1, 471079708004, 1
77, 484391139192, 1, 484391005014, 1
77, 160539702001, 1, 160830010004, 1
77, 171359577003, 2, 171359575002, 1
77, 400413760003, 1, 290970113005, 2
77, 530499503002, 2, 060710118004, 1
77, 481639501003, 2, 481872108032, 1
77, 391290212001, 1, 390490070482, 2
77, 460819663012, 5, 460819663012, 6
77, 191530113001, 1, 190490508112, 5
77, 390490073934, 1, 390490077401, 1
77, 391059641002, 1, 391059646001, 1
77, 170318046033, 6, 170318024022, 2
77, 420454069042, 3, 420454104002, 3
77, 121113820082, 3, 120850006062, 2
77, 320030053542, 2, 320030005213, 1
77, 420171063002, 1, 421019806001, 2
77, 120710401181, 1, 120710403021, 2
77, 180816106042, 1, 180973805021, 1
77, 360810275003, 1, 360610223014, 2
77, 291833111542, 2, 171635031005, 3
77, 390250404051, 1, 390610250012, 1
77, 461030108002, 1, 460819666003, 3
77, 040190005006, 1, 130670303432, 1
77, 181439669002, 3, 180430707001, 1
77, 040138168001, 4, 060590423331, 1
77, 060650406153, 1, 320030067001, 287
77, 121150023051, 1, 121150027151, 1
77, 060990025031, 1, 060990025031, 2
77, 340030391003, 1, 340130080001, 5
77, 483550054062, 1, 483550054142, 1
77, 250251703002, 1, 250250610002, 1
77, 484910212032, 1, 480270210004, 2
77, 484530024312, 1, 484910205043, 2
77, 170190109002, 1, 170190012012, 1
77, 340390328003, 1, 340390382014, 1
77, 170315203004, 1, 170311702002, 1
77, 481759601002, 1, 482013131002, 16
77, 340170131001, 1, 340230090002, 1
77, 060590876024, 2, 060376509023, 2
77, 170898507012, 3, 170898545042, 4
77, 360050279004, 1, 360050393004, 1
77, 481210215252, 1, 484391137032, 5
77, 340311635006, 2, 360710136001, 1
77, 360850208033, 1, 340390323002, 1
77, 181399744002, 1, 181399744001, 1
77, 060591106073, 1, 060590877044, 1
77, 480410020081, 2, 482013131002, 17
77, 391535068001, 3, 391034130003, 2
77, 290950134071, 1, 200910509003, 2
77, 250173535002, 1, 250092052005, 1
77, 120850011042, 8, 120850009011, 2
77, 380150111051, 2, 380859408001, 1
77, 180390001002, 1, 211639703022, 3
77, 170317504001, 1, 170311401002, 2
77, 060190006003, 1, 320030067001, 288
77, 291219603001, 1, 290019503003, 1
77, 170314003001, 1, 170438449021, 1
77, 212090405022, 1, 371790209022, 1
77, 060650412031, 1, 060650419091, 1
77, 530399501008, 1, 410659701001, 1
77, 360610058001, 6, 360050076002, 1
77, 291770800004, 1, 290470218052, 1
77, 360811463001, 1, 360595196011, 1
77, 170312431002, 1, 170316308004, 1
77, 160119505001, 2, 060599800001, 18
77, 060530005022, 1, 060530106082, 1
77, 170317207001, 1, 170318135004, 1
77, 360810713033, 1, 360610088002, 1
77, 120110805004, 2, 120111101003, 1
77, 180571108051, 1, 180816106032, 1
77, 320030053502, 1, 320030049141, 2
77, 360594085001, 1, 360593016002, 1
77, 420293053001, 1, 420293010001, 2
77, 170310814022, 2, 170312819002, 1
77, 171130051023, 2, 171130059001, 1
77, 210930012001, 1, 211130604002, 4
77, 420430249002, 1, 420770052006, 3
77, 040136122001, 2, 040132168462, 2
77, 490490002032, 3, 490490025004, 1
77, 420550115003, 1, 420550113011, 1
77, 130570911031, 2, 132190302002, 1
77, 211130601013, 4, 210670035012, 1
77, 484530001012, 1, 484910203162, 1
77, 530399503001, 1, 410710303014, 2
77, 420950183002, 2, 340410311013, 1
77, 060590758091, 2, 060190064051, 1
77, 361031122142, 2, 360593009004, 1
77, 360610082003, 1, 360610074003, 7
77, 360810334022, 1, 360610137003, 2
77, 481210203082, 2, 483671407041, 2
77, 250250005024, 1, 330150036011, 1
77, 420034900032, 1, 420034890013, 3
77, 320030067001, 228, 060374019022, 1
77, 480913109021, 2, 482090103043, 3
77, 340030153002, 1, 360810031002, 1
77, 481576745022, 1, 482014543021, 2
77, 061110074021, 1, 061110079011, 3
77, 360610102001, 7, 360610112032, 3
77, 360810549004, 1, 360610015022, 3
77, 291833112112, 1, 291892198005, 1
77, 420950113001, 12, 420770056011, 1
77, 010030114072, 1, 220890623011, 1
77, 170318065024, 1, 170438446012, 3
77, 340312461033, 1, 340311826004, 1
77, 290950101051, 2, 290470221005, 4
77, 360550116011, 1, 360550061001, 1
77, 040131037012, 1, 040130719104, 1
77, 211110115083, 1, 211110114062, 1
77, 390319609001, 1, 391570211001, 1
77, 060230010003, 1, 060230010005, 1
77, 391570205002, 1, 391570215001, 1
77, 482499502002, 1, 482499505001, 1
77, 480659502001, 1, 480659502001, 4
77, 360050216023, 1, 360610112021, 4
77, 481210212012, 1, 481130143123, 2
77, 360594149001, 1, 360594139003, 2
77, 060855033153, 1, 060855033221, 1
77, 250092513002, 1, 250092526011, 1
77, 180290803003, 2, 390610262001, 1
77, 120970429001, 2, 120950168021, 5
77, 121113820063, 1, 120850018013, 2
77, 200910530051, 1, 200910529101, 1
77, 361031122144, 1, 391290211003, 2
77, 360810864001, 5, 360470031001, 1
77, 060374046001, 1, 060599800001, 19
77, 210590017033, 2, 210590007003, 1
77, 180973907002, 1, 180632110004, 2
77, 060670087033, 1, 060170318002, 6
77, 482014502002, 2, 482014503001, 1
77, 271711001001, 2, 271630712061, 2
77, 060376007031, 3, 060379800281, 28
77, 060591101173, 1, 060590867022, 1
77, 290950141142, 4, 290950114014, 1
77, 171430040001, 1, 171239612001, 2
77, 211450307001, 1, 211579505004, 1
77, 170318266002, 1, 170314201001, 2
77, 290099603004, 2, 291094704004, 3
77, 420950160021, 1, 420950162021, 2
77, 191530102082, 1, 191530101021, 2
77, 484391132123, 1, 484971506022, 4
77, 340311802011, 1, 340312568051, 1
77, 484910205103, 1, 484910205061, 1
77, 170318023001, 3, 170311402001, 1
77, 480410008003, 1, 484391060014, 1
77, 390279643003, 1, 390572801022, 1
77, 060590997011, 2, 060375742021, 1
77, 360290102021, 1, 360290141011, 1
77, 481130143124, 1, 480850318022, 1
77, 120850014043, 1, 120990078221, 1
77, 420770064022, 1, 420950152014, 1
77, 482319615022, 1, 483970405061, 3
77, 180670014001, 1, 180670007004, 1
77, 484230018032, 1, 484230016021, 1
77, 481119503001, 2, 481677251003, 1
77, 120860001091, 7, 120860018021, 1
77, 250138123001, 4, 511710407003, 1
77, 060590012013, 2, 060591106072, 1
77, 250039353003, 1, 250173732002, 2
77, 390250409001, 2, 390250410002, 1
77, 060014360003, 1, 060014326001, 1
77, 100030148093, 2, 420059517002, 1
77, 181457103004, 2, 180973901013, 1
77, 490070005002, 3, 490070001001, 2
77, 420950171022, 1, 421070039001, 2
77, 480850317111, 1, 481130204001, 5
77, 060190072015, 3, 060390005081, 1
77, 481130111012, 1, 481130165171, 2
77, 482014315011, 2, 482014319001, 7
77, 450770106024, 1, 310550074052, 1
77, 040138148002, 2, 040138160003, 1
77, 210590014023, 1, 210590014024, 1
77, 391730211003, 1, 391730217025, 1
77, 040190044242, 1, 484250001002, 1
77, 060379201081, 3, 060371066461, 1
77, 060190045052, 1, 320310010091, 2
77, 210670019002, 2, 211510110001, 2
77, 480850315052, 1, 484530011001, 12
77, 040136108001, 2, 040130405181, 2
77, 060730083641, 1, 060730083481, 1
77, 171150028001, 3, 171670040002, 3
77, 340155024002, 1, 420454032001, 1
77, 484771705003, 1, 484771703002, 1
77, 484530017731, 1, 484530017601, 2
77, 482015414001, 1, 482013131002, 18
77, 470890701003, 1, 471550807003, 1
77, 530330262001, 4, 060590320565, 3
77, 360610049001, 2, 360610018001, 1
77, 360610111001, 9, 360850112023, 2
77, 212110405021, 3, 211110116032, 2
77, 481130178061, 2, 481130176052, 1
77, 481130173052, 5, 484391115501, 1
77, 271711008022, 3, 270530214001, 1
77, 400198926002, 1, 400950948012, 1
77, 484736803001, 1, 482015521011, 1
77, 360594073011, 3, 360050361005, 1
77, 530459601002, 1, 530459608003, 1
77, 060371048103, 1, 060378002032, 3
77, 060379203391, 4, 060374307211, 2
77, 530330220053, 2, 530330219042, 1
77, 390799575006, 2, 390410116041, 2
77, 470459644005, 1, 471490402001, 5
77, 130670311062, 1, 130670313093, 1
77, 040139411001, 2, 040133199091, 1
77, 040132168472, 3, 040136124003, 6
77, 040134201092, 1, 040138134001, 2
77, 240450106052, 1, 420710140001, 2
77, 171194009513, 2, 295101081003, 1
77, 371830528072, 1, 371830542081, 4
77, 060730178111, 1, 060650432671, 1
77, 191530102033, 3, 191530115001, 2
77, 481130194003, 1, 481130136193, 1
77, 340130206002, 3, 340130204001, 1
77, 180290802024, 4, 390610029002, 3
77, 211499705003, 1, 210590016021, 2
77, 040050002001, 1, 040190040611, 1
77, 390351351041, 1, 391034030021, 2
77, 420035215002, 1, 420035215001, 1
77, 320030033072, 2, 040159536011, 1
77, 320030029422, 2, 320030029662, 2
77, 470590915002, 4, 471630421002, 1
77, 040132168222, 2, 040138160002, 2
77, 361031587102, 1, 361031584091, 1
77, 340258114013, 1, 340258112003, 2
77, 420912087032, 1, 420912012013, 1
77, 010730106031, 1, 010730116002, 1
77, 484391233002, 3, 480850313131, 1
77, 483396932004, 1, 482015421022, 1
77, 170999629002, 1, 170999632003, 1
77, 270370606061, 1, 271630714001, 1
77, 470110105002, 1, 132950205012, 1
77, 360595216022, 1, 361031236003, 1
77, 250214043011, 1, 250173704003, 1
77, 080410046032, 1, 310319558001, 5
77, 090010212003, 1, 090010210002, 1
77, 391650312003, 1, 390479259002, 1
77, 481130132002, 7, 480850316232, 1
77, 391290211005, 2, 391279662003, 1
77, 360610236004, 3, 360610109001, 8
77, 171118713051, 2, 170898507021, 1
77, 320030047031, 1, 320030005183, 1
77, 481410017001, 1, 481410010021, 1
77, 530330236012, 1, 530330238042, 1
77, 420912016073, 2, 420171049013, 2
77, 290470218053, 1, 290950155002, 3
77, 391336015012, 1, 391517133003, 1
77, 211239603001, 1, 211239601025, 4
77, 480699503002, 1, 250158225004, 1
77, 220090302001, 2, 220790139001, 1
77, 410079512001, 1, 530110410081, 1
77, 391650321002, 1, 210370533013, 3
77, 290370611003, 1, 290370610021, 6
77, 360810171001, 2, 360610013001, 13
77, 210290205001, 2, 211110037001, 1
77, 360810814002, 1, 360810334025, 1
77, 482015413002, 1, 482015219001, 2
77, 061110074031, 2, 060377019022, 2
77, 060650420131, 1, 060650427431, 1
77, 061110060002, 2, 060377010004, 1
77, 490170003002, 2, 490170004002, 2
77, 371950004004, 1, 370810172001, 1
77, 360610013001, 9, 480396602002, 2
77, 480759502001, 5, 480759502003, 5
77, 471550811021, 1, 210290203003, 1
77, 360610092001, 35, 360810677001, 1
77, 060816076001, 1, 060816070001, 1
77, 482015504012, 1, 482015541021, 1
77, 150030096082, 1, 210590017012, 2
77, 191550301001, 1, 191290401004, 3
77, 170310206013, 1, 170311404004, 1
77, 120830006011, 1, 120830014021, 1
77, 171290101004, 6, 171130052022, 1
77, 340258077002, 1, 340258115011, 1
77, 061110063011, 3, 061110085001, 1
77, 120830019001, 1, 120830019001, 2
77, 360610144024, 1, 340030193034, 2
77, 360610090001, 3, 360810383021, 11
77, 420454098034, 1, 420459800001, 1
77, 060730083532, 1, 060730097045, 1
77, 360610103001, 4, 360594138033, 1
77, 481350007004, 2, 484279501061, 1
77, 290950101031, 1, 200910530101, 1
77, 170898519051, 1, 170978645051, 1
77, 420039822001, 3, 420034220003, 1
77, 484530004012, 5, 480291918162, 1
77, 420912006071, 3, 420293039012, 3
77, 090091754004, 1, 250138123001, 6
77, 481130200001, 2, 481130200002, 5
77, 360810357001, 2, 360595197021, 1
77, 490572111003, 1, 490351040002, 1
77, 484410130001, 1, 480590301011, 2
77, 530110409052, 1, 530110409051, 1
77, 420035003001, 1, 420035030023, 1
77, 060710104171, 1, 060650445171, 1
77, 421330101101, 1, 420710140005, 1
77, 360850207001, 1, 360610007001, 18
77, 311199606001, 1, 311199609003, 1
77, 360470106001, 1, 360610110003, 1
77, 391093653021, 1, 391130219001, 1
77, 120860090361, 1, 360610145004, 4
77, 490111258081, 2, 490351140001, 5
77, 480850305201, 1, 483970404022, 4
77, 340030063006, 1, 360610091002, 5
77, 360710123004, 1, 340258041002, 1
77, 181630010003, 2, 211010207012, 3
77, 170318122003, 2, 170310815002, 5
77, 250138005003, 1, 250138017003, 1
77, 484399800001, 16, 481130019002, 10
77, 482012504021, 1, 483396923004, 2
77, 120950167271, 2, 120970432041, 1
77, 391034130004, 1, 391535320043, 1
77, 121170214033, 1, 120730005001, 5
77, 060379203281, 3, 040190040732, 1
77, 340170150021, 1, 360610083003, 2
77, 390170149003, 1, 171118704021, 1
77, 340170201001, 4, 340030221002, 1
77, 391570203001, 1, 391517122022, 2
77, 420030709001, 2, 420030703001, 1
77, 340410321021, 1, 360610094001, 15
77, 460990004062, 1, 460830101044, 1
77, 480850313091, 2, 480850312021, 2
77, 120850017002, 6, 121113821114, 3
77, 484391113122, 2, 481130080001, 2
77, 484530017742, 2, 484530024332, 3
77, 490490032011, 1, 490490103043, 1
77, 060590423352, 1, 060590626313, 1
77, 420912076004, 1, 420171065002, 1
