day,cbg,susceptible,infectious,recovered
74,420035261021,2114,1,0
74,100030144021,859,0,1
74,40132168472,6017,0,1
74,90091502001,2199,0,1
74,180973426003,684,0,1
74,360210004022,3251,1,0
74,360010146071,844,0,1
74,60730093042,1643,0,3
74,60371151013,1618,0,1
74,360271902041,1268,0,1
74,170318041023,2728,0,1
74,121199112001,39923,2,3
74,60375772003,1340,0,1
74,360470260001,1056,1,0
74,360610062001,1921,3,4
74,60830023062,2343,0,1
74,371899207032,1314,0,1
74,200910532011,1689,0,2
74,530670116232,5458,1,0
74,530150016003,1317,0,1
74,420034962003,1905,0,2
74,481130162021,1995,0,2
74,60816006002,3307,0,1
74,420350304001,1120,0,1
74,360610103001,2062,1,2
74,460830101011,2677,0,1
74,482012324031,2720,0,1
74,211919301001,1410,0,1
74,171150021001,386,0,1
74,180571110061,1243,0,1
74,360610223014,1959,0,1
74,482015307001,1939,0,1
74,292254704013,559,0,1
74,391650308002,2077,1,0
74,390170111101,2452,1,2
74,481130110013,2012,0,2
74,481130100002,2686,1,4
74,50234803001,2549,0,1
74,390610215082,2910,0,1
74,484530018491,3932,0,2
74,160010024103,1613,1,1
74,482014319001,1062,3,3
74,120850015002,1736,2,3
74,120850006033,2670,4,1
74,170310818001,4480,2,3
74,191573703004,950,0,1
74,460459622002,1021,0,1
74,361190050012,1399,0,1
74,482013505001,918,0,1
74,60371081031,1702,0,1
74,530330112003,1511,0,1
74,210670041041,1608,1,1
74,170310105013,1167,0,2
74,120850018021,2090,1,3
74,171150024023,2090,1,1
74,170318027021,1834,0,2
74,450770108021,2675,0,1
74,60650432711,3975,0,2
74,191530117012,2334,1,1
74,290470223023,2312,1,2
74,60371397021,1345,0,1
74,484530011001,4984,4,4
74,291833109011,2297,0,1
74,481576739021,10471,0,1
74,40132172034,700,1,1
74,290470216003,4113,0,2
74,420076018002,1673,1,1
74,420199026001,1673,0,1
74,60710087045,1234,1,0
74,60710079012,1154,0,1
74,482959503001,1325,0,2
74,470010213011,1099,0,1
74,340057022102,2306,0,1
74,212270114021,3025,0,1
74,60670006002,524,1,0
74,60816106012,1763,1,0
74,60373005021,2293,1,0
74,481130195012,776,1,2
74,291770800001,1542,1,1
74,60670074061,1645,1,0
74,490572103031,3078,1,2
74,170999617022,1144,1,0
74,360593007003,1488,1,0
74,420912040091,2090,1,0
74,370250426041,5032,1,0
74,340410321023,892,1,0
74,40138161001,1744,1,1
74,40138172001,4052,1,0
74,170318025051,3234,1,0
74,180973801003,14364,1,0
74,170310710001,2762,2,2
74,482090109051,3342,1,1
74,360870128005,1761,1,1
74,360610154008,976,1,1
74,170316913002,1264,1,0
74,360290170002,1739,3,0
74,120710108011,321,1,0
74,290470217013,1443,1,2
74,60710004032,1468,1,1
74,391450026003,1742,1,0
74,483970403013,3777,1,0
74,391610201002,1036,1,1
74,421010021002,1644,1,0
74,170318045051,838,3,0
74,120710403141,545,1,0
74,391130403031,913,1,0
74,390610215712,1581,1,0
74,120860093133,1711,1,0
74,483290101042,4871,1,0
74,460990011061,1590,1,0
74,484391136193,1430,1,0
74,60190070021,1411,1,0
74,461030110023,1907,2,0
74,484391137035,2652,1,0
74,211510107022,2007,1,1
74,361031588022,2087,2,1
74,530270009003,900,1,0
74,271230420012,667,1,0
74,311090021002,1249,1,0
74,180973401013,1415,1,0
74,391290211004,1941,1,0
74,250250605014,592,1,0
74,60650419112,4365,1,1
74,481830002001,1476,1,0
74,290030102005,1910,1,0
74,420639610001,1181,1,1
74,170059515002,1394,1,0
74,360595212002,706,1,0
74,420770096001,1337,1,0
74,481130168043,3225,1,1
74,212090406032,2470,1,0
74,360610135001,4919,1,0
74,170310814011,872,6,2
74,120869805001,998,2,0
74,60377022011,803,1,0
74,460830101012,3028,1,1
74,360850050001,2100,1,0
74,484391115472,6907,1,0
74,60371343033,1395,1,0
74,421039506051,1513,1,0
74,60374022003,2073,1,0
74,481130124003,490,1,0
74,60375005001,2702,1,0
74,120860001131,2182,6,9
74,360610251001,1353,1,1
74,360594117001,2204,1,0
74,211510109012,1281,1,1
74,61070010031,9588,2,4
74,180973219002,1929,1,1
74,160079502002,862,1,0
74,180973401013,1414,2,0
74,170978609042,3294,1,1
74,131150018001,1968,1,0
74,371939607001,1355,1,0
74,211450310001,810,1,0
74,391719501001,924,1,0
74,211850306021,2771,1,0
74,481130136252,2803,1,1
74,180571108081,18023,1,3
74,80130608003,3754,1,0
74,260810117013,1834,1,0
74,60378003293,3083,2,2
74,340311337012,1079,1,0
74,340190107012,1451,1,1
74,291190701002,1104,1,0
74,80310048013,638,1,0
74,60374068002,1818,1,0
74,291174802004,737,1,0
74,340297361012,721,1,1
74,210670038023,883,1,0
74,490351139032,1422,1,0
74,391517148021,1845,1,0
74,320030036231,6460,1,0
74,120710401153,2838,1,5
74,320030067001,224,89,123
74,420912031052,1834,1,0
74,60650406072,7566,3,1
74,420710144014,1429,1,0
74,482599704011,3023,1,0
74,320030067001,223,90,123
74,40210002103,4296,2,0
74,340297202043,2262,1,1
74,10150021022,1002,1,0
74,361031586092,1381,1,0
74,40131041002,1776,1,0
74,471570215403,3377,1,0
74,320030034132,2204,1,0
74,370210022051,3492,1,0
74,120710108022,1104,1,0
74,60591101171,2554,1,0
74,391650322021,3029,1,2
74,120710401241,1807,1,0
74,181570052002,1112,1,0
74,40138135002,1392,1,1
74,90010222001,3010,1,0
74,421010265005,466,1,0
74,360610101001,1350,13,10
74,270530260153,2197,1,0
74,60133462041,3154,1,0
74,60190053021,2357,1,0
74,391419555005,1760,2,1
74,471470802001,2052,1,0
74,391535066001,267,1,0
74,130079601001,1059,1,0
74,250173684002,3833,1,0
74,340130205002,3147,1,0
74,420110103043,492,1,0
74,320030067001,222,91,123
74,291319628002,2980,2,0
74,40179606002,1657,1,0
74,120570116053,1914,2,0
74,170318241222,2571,1,0
74,291833105022,1253,1,1
74,60816020001,3481,1,0
74,120950171032,22361,6,14
74,480850316571,2484,1,0
74,320030054321,1738,1,0
74,320239604021,1819,1,0
74,420550104003,1815,1,0
74,320030027073,1927,1,0
74,60372172003,1364,1,0
74,80310041071,13351,1,0
74,360050462016,3507,1,0
74,40279800061,3862,1,0
74,120990059032,1570,1,0
74,482150235103,2602,1,0
74,40138166001,5672,2,1
74,290718004023,1416,1,0
74,170311406021,1041,1,0
74,360610081004,1519,1,1
74,390351742072,2385,1,0
74,60375775042,682,1,0
74,340230084043,1231,1,0
74,320030004032,328,1,0
74,211170649001,1146,1,0
74,390610233003,1123,1,0
74,80319800001,1701,1,6
74,170318002001,1534,1,0
74,484391110161,4747,2,0
74,482015515002,5640,2,0
74,391290212002,859,1,1
74,360610096001,174,1,2
74,380099524002,1018,1,0
74,100030148031,2871,1,0
74,340170020002,1034,1,0
74,484530024351,2540,1,0
74,132759610001,1984,1,0
74,371899204003,2933,2,1
74,360810153002,885,2,0
74,390572202002,773,1,0
74,120632109002,2887,1,0
74,150070404001,2545,2,0
74,484530024233,2138,1,0
74,340130213005,1540,1,0
74,420454075023,708,1,0
74,170318314002,2503,3,0
74,210670009002,3361,3,5
74,483290101095,1819,1,0
74,420034190001,986,1,0
74,530330262001,277,2,1
74,170318407001,1112,1,0
74,40136191001,1731,1,0
74,290950193002,2597,1,1
74,290470213032,1945,1,1
74,420293003012,2817,1,0
74,171670027001,933,1,0
74,291754903001,676,1,0
74,170318285061,2992,1,0
74,370670026044,1165,1,0
74,360595201003,1226,1,0
74,120850013022,1932,1,0
74,170318119004,2287,1,0
74,220710133012,1646,1,0
74,420293039012,2799,1,0
74,170311902001,1821,1,0
74,421010114001,3024,1,1
74,130630406081,9811,1,0
74,120690313103,11367,1,0
74,361190146072,1469,1,0
74,120990077512,3060,1,0
74,60371220002,2557,2,1
74,40210002092,5857,1,2
74,60378003251,1664,1,3
74,482013413022,1297,1,0
74,170059513004,507,1,0
74,60375038022,1078,1,1
74,180670005003,1113,1,0
74,484910205043,4494,1,0
74,40134226172,1446,1,0
74,40136176002,1801,1,0
74,180890424021,1845,1,0
74,180759633002,608,1,1
74,340258096002,1266,1,1
74,370670040112,2455,1,0
74,40138138002,1004,1,0
74,484910203142,2411,1,0
74,295101186002,1880,1,0
74,482015429002,9443,1,0
74,391034172003,1493,1,0
74,180030109002,931,1,0
74,482014522022,2721,2,0
74,481130152044,2288,1,0
74,330110115001,1645,1,0
74,461150003001,651,1,0
74,420293008001,2672,1,0
74,390250402021,1228,1,1
74,40133194042,1825,1,0
74,360810367002,1526,1,0
74,490050014011,1723,1,2
74,390170110031,2900,2,0
74,420032902004,604,2,0
74,40130927091,2592,1,0
74,540610118064,1634,1,0
74,484391026012,1236,1,0
74,271119605002,1394,1,0
74,484391136262,1646,1,0
74,530530721073,682,1,0
74,60378002041,1701,4,2
74,421179504004,976,1,0
74,484530017651,3122,1,0
74,61110074022,1829,1,0
74,320030067001,221,92,123
74,330150550021,1592,1,0
74,60190044041,2121,1,0
74,371830537072,2308,1,0
74,320030058482,1748,1,0
74,60750233001,3738,1,0
74,171150018021,822,1,0
74,420710132022,2080,1,0
74,420311606005,1145,1,0
74,320030028311,4087,1,0
74,60372756021,12098,1,1
74,483610223005,3171,1,0
74,370670028062,2237,1,0
74,460830101073,2119,1,0
74,10299597003,1356,2,0
74,120850003002,1073,1,0
74,40136124002,2009,1,1
74,481210203093,2424,1,0
74,171194008023,1005,1,0
74,371950016001,839,1,0
74,60372123062,1768,1,1
74,100010428002,3016,1,0
74,60371190011,1925,1,0
74,50910202002,876,1,0
74,311559681002,1328,1,0
74,172030303001,2921,2,1
74,481130136192,1822,3,0
74,320030036401,2706,1,0
74,481179503005,1643,2,1
74,170318300043,4962,2,1
74,481130190293,2920,1,1
74,170119651002,685,1,0
74,391130910002,1656,1,0
74,170314208002,1433,1,0
74,170438465142,3123,1,1
74,160050014001,1048,1,0
74,371830542092,4278,1,1
74,181730307053,2472,1,1
74,60650505001,2825,2,0
74,461030114002,1937,2,5
74,190150201002,2061,1,0
74,60379800281,979,12,9
74,340130048021,814,1,0
74,481810001021,1925,2,1
74,190570011002,1154,1,0
74,420970808004,1145,1,0
74,401091027001,161,1,0
74,210290211012,4091,1,0
74,470370175001,984,1,0
74,391336006021,1715,1,1
74,120830010062,6032,3,1
74,421010133002,1133,2,0
74,482199502001,1966,1,1
74,340350522012,3162,1,0
74,320030067001,220,93,123
74,480850318051,1776,1,0
74,481130144083,1899,1,0
74,170898508005,820,1,0
74,191530039012,2271,1,0
74,60470010033,1032,2,0
74,171610209005,2689,1,0
74,483396926022,8973,2,1
74,450510403001,1393,2,0
74,530630105031,1608,1,0
74,481199502002,822,1,0
74,360470162001,1106,1,0
74,391535064002,578,1,0
74,390230032001,793,2,0
74,320030029831,3299,1,1
74,40137233052,870,1,0
74,60650406111,5587,1,0
74,481130173042,3746,3,0
74,483970403024,2111,1,0
74,391650319031,1366,1,1
74,200910507003,1337,1,1
74,270370609072,1296,1,0
74,60650432062,683,1,0
74,170318245034,1713,1,0
74,60670060042,1004,1,0
74,400673716002,1030,1,0
74,360610096001,173,2,2
74,390970401022,1304,1,1
74,250251106072,1784,1,0
74,481130052002,1337,1,0
74,60190071004,2116,1,0
74,212090403031,1371,1,2
74,361031904011,845,1,0
74,120950170012,2865,3,2
74,360610084002,1739,2,5
74,60750118001,1569,1,0
74,391290217003,1535,2,0
74,120710401082,472,1,0
74,420454078062,613,1,0
74,171310403003,1155,1,0
74,391517129001,2605,1,0
74,320030067001,219,94,123
74,390170111212,4735,2,4
74,60650432273,4794,2,1
74,211510110001,1739,1,0
74,291833111542,2464,1,0
74,471870502032,2298,1,0
74,360594076004,1095,1,0
74,60855062022,2427,1,0
74,481130138032,1485,1,1
74,320030057121,12546,3,1
74,210290206012,2066,1,0
74,40133187002,1835,1,0
74,211110123012,1403,1,0
74,340210043043,1186,1,0
74,484230018031,1951,1,0
74,420454084001,2107,1,1
74,40134202062,1834,1,1
74,290950128031,565,1,0
74,170310813003,966,2,1
74,360710142023,796,1,0
74,171130056022,961,1,0
74,390351891092,2315,1,0
74,291554705003,765,2,0
74,360010143024,2574,1,0
74,484391054052,180,1,0
74,120010015201,2492,1,1
74,291833111471,2872,1,0
74,170318020031,2580,1,0
74,250214422023,1228,1,0
74,482015545022,2255,2,0
74,361031583202,2042,1,0
74,340311248002,662,1,0
74,360811459003,896,1,0
74,340297361053,1239,1,0
74,320030049262,1168,1,1
74,40138122003,1035,1,0
74,420171002101,2250,1,1
74,481130181361,1515,1,0
74,60750612002,2330,1,0
74,361059525001,638,1,0
74,320030067001,218,95,123
74,360610131001,1069,1,6
74,120110703182,4219,1,0
74,170319800001,987,5,8
74,390610239011,704,1,2
74,471730402013,1219,1,0
74,391517124003,2704,1,0
74,340270440003,1357,1,0
74,60730062001,19,3,1
74,482011000001,3120,3,6
74,421010325003,2234,1,0
74,210979505004,1017,1,0
74,291679604003,2590,1,0
74,420912054001,1373,1,0
74,60371154011,3267,1,0
74,481576738002,3478,1,0
74,60710001031,1198,1,0
74,250250203011,383,1,0
74,360810864001,1618,3,1
74,360810703001,1025,1,1
74,40099617002,1077,1,0
74,481130112002,1872,1,0
74,360595214003,1565,1,0
74,40138132001,1711,1,0
74,360790115001,2315,1,0
74,481390608011,1834,1,0
74,290470221002,890,2,1
74,291138103043,3134,1,0
74,90010105002,598,1,0
74,360850277021,2778,1,0
74,360470294001,2472,1,1
74,471790614021,2927,1,0
74,170279001003,2087,1,1
74,290950141011,3452,1,0
74,320030067001,217,96,123
74,460139518001,2490,1,0
74,360610102001,116,3,3
74,40210002143,3193,1,0
74,40136144003,1419,1,0
74,170318030133,1043,1,0
74,190719702003,853,1,1
74,360610015021,3149,4,0
74,60374636013,2283,1,0
74,482012317002,787,1,0
74,340130080001,716,2,0
74,390490095904,1496,1,1
74,40138141003,1363,1,1
74,510670205004,2168,1,0
74,530530725031,1802,1,0
74,211130601013,2150,2,1
74,291892101003,1639,1,0
74,60379201081,5384,1,1
74,60730188012,1963,2,0
74,180879703002,654,1,0
74,420293045011,6945,1,0
74,471550811011,1311,1,2
74,60855043153,1243,1,0
74,391034173002,1123,1,0
74,40134225142,2895,1,1
74,511210211003,2314,1,0
74,420059506002,1268,1,0
74,180479601002,1499,1,1
74,481450002001,1802,1,0
74,60670093313,3167,1,2
74,482511302121,1222,1,0
74,483290101091,2392,1,1
74,290997013003,734,1,1
74,510510404002,1191,1,0
74,60371175302,3938,1,0
74,390610249021,1911,1,0
74,120110421001,734,1,1
74,160830007001,6485,1,0
74,170978615103,2337,1,0
74,421330204102,2548,1,0
74,482014123005,1415,1,0
74,120710601021,504,1,0
74,360850208011,1736,2,1
74,361031905023,692,1,0
74,420912022012,1132,1,0
74,80310038002,782,1,0
74,340350526013,1882,2,2
74,40070003011,3446,1,0
74,482014211012,2415,1,0
74,390351551011,1204,2,0
74,170310817002,2518,1,9
74,271630710102,1895,1,0
74,180632105021,2648,1,0
74,482090102002,3925,1,0
74,60730170301,18881,1,0
74,460219641001,605,1,1
74,60590219204,3850,1,0
74,311770502013,1769,1,0
74,90010101022,1572,3,0
74,191930032003,1902,1,0
74,40130101011,1789,2,0
74,480759502005,887,4,2
74,181050002011,1045,1,0
74,420893003044,2736,1,0
74,170338805003,2774,1,0
74,360471186001,1587,1,0
74,470370181012,1680,1,0
74,40134224042,2363,1,0
74,191573703004,949,1,1
74,60379800281,978,13,9
74,390610244007,1614,2,0
74,420454080023,988,1,1
74,120070002002,1294,1,0
74,211110103181,2077,1,0
74,360610016003,1406,1,0
74,460219641002,874,1,3
74,483671407052,4590,1,1
74,220190018013,2080,1,0
74,483810216083,3964,1,1
74,290099604011,1736,1,0
74,482015419002,5317,1,0
74,390553106001,1666,1,0
74,360210004022,3250,2,0
74,210590018001,2588,1,0
74,340311829001,1032,1,1
74,470370107021,1368,1,0
74,482015424001,4020,1,0
74,171610222002,894,1,0
74,371830540182,2066,1,1
74,360594114002,877,1,0
74,211110117113,3872,1,1
74,170978618031,2640,1,0
74,481130193022,1360,2,0
74,40132168162,2072,1,2
74,340350521003,1265,2,0
74,190370704004,627,1,0
74,480850305051,3185,3,0
74,484999505001,972,1,0
74,60371413041,1794,1,0
74,170315608005,1161,1,0
74,360810471002,2120,1,0
74,271630712061,6911,1,0
74,340170127005,1541,1,0
74,420912016073,438,1,0
74,370899305021,3169,1,0
74,390170111212,4734,3,4
74,480590301011,932,1,0
74,131171303023,2500,1,0
74,420110102022,1107,2,2
74,180510504021,2215,1,7
74,481130136104,1347,1,0
74,490070003003,1216,2,0
74,481130091014,2145,1,0
74,484530013052,1761,1,0
74,482150235072,4375,1,0
74,291892214231,3043,1,0
74,320030058401,14709,3,3
74,60371289102,1776,1,0
74,40138122002,2302,1,0
74,210670020013,2998,1,0
74,180632107002,6632,1,0
74,340350506002,2201,1,0
74,371190064032,1724,1,0
74,131370004002,997,1,0
74,291474703003,2682,1,2
74,120869805001,997,3,0
74,420034643001,1235,1,0
74,290430204002,912,1,0
74,120050014022,3512,2,0
74,40130405211,8895,1,2
74,60650432163,2325,1,0
74,60378003243,1959,1,2
74,470919564001,731,1,0
74,40137233042,2579,1,1
74,40136187002,1203,1,0
74,481130144071,2233,1,0
74,40131041002,1775,2,0
74,420034890022,1129,1,0
74,190490507003,2191,2,0
74,480990104004,850,1,0
74,191690011002,3154,2,0
74,484391050061,2348,2,0
74,360610074002,1311,1,0
74,481210201082,10577,1,0
74,481130099002,1807,3,3
74,481919505002,1369,2,0
74,40135231033,1808,1,0
74,250173652013,1161,1,0
74,360290091152,1506,1,0
74,390351701012,1119,1,0
74,390610251025,1312,1,2
74,390610213021,1735,1,0
74,291892113342,1734,1,0
74,390852064002,2240,1,0
74,120759705003,1430,1,0
74,170978608091,1635,2,0
74,60371852031,1971,1,0
74,40131138021,997,2,1
74,390250410001,1744,2,0
74,481130168031,1297,1,0
74,191210601004,1829,1,0
74,40136198001,1854,1,0
74,290210029001,1043,1,0
74,170318436001,1395,1,0
74,191530112012,601,1,2
74,450130022021,3132,1,0
74,120850006061,684,3,0
74,481130100001,7693,3,6
74,180430703011,1397,1,0
74,60730198051,2438,1,0
74,481130061002,2536,1,0
74,60290009092,1531,1,0
74,120950168021,11005,2,2
74,481130136063,1982,1,0
74,250251404007,1208,1,0
74,200910517002,2357,1,0
74,420770096002,2460,1,1
74,40133189002,1115,1,0
74,210670034021,2390,1,0
74,460299545023,1861,1,0
74,480850305302,3267,2,0
74,391650322013,7595,2,3
74,190719702002,1263,2,0
74,60710091121,9553,1,1
74,250259813002,408,5,0
74,360610132002,943,1,0
74,50097903003,1759,1,0
74,421257511001,540,1,1
74,60590218222,4646,1,2
74,191530051003,3209,3,2
74,121150002001,1890,1,0
74,171130054002,1110,1,0
74,360810179001,416,2,1
74,360810111001,1758,1,0
74,120850011031,2314,2,2
74,320030067001,216,97,123
74,60377030012,2319,1,0
74,360594122002,1355,1,0
74,120570115151,1909,1,0
74,60376025081,1629,1,0
74,421010353012,2155,1,1
74,211879702004,1450,1,0
74,190719703002,1006,1,1
74,211110115202,3364,1,0
74,40131167291,1231,1,0
74,160010011003,1222,1,1
74,371719309014,1736,1,0
74,461030109041,2386,1,3
74,60374607005,1553,1,1
74,121259603001,2102,1,0
74,390610251012,3598,1,1
74,40210002131,2431,2,0
74,40137233083,3965,3,1
74,461199791001,638,2,1
74,470370156131,1606,1,0
74,60133373001,1187,1,0
74,470090111024,1688,1,0
74,60378004082,3487,2,0
74,420035631002,2157,1,1
74,530330228032,2727,1,0
74,360610091002,2056,2,2
74,60371813002,953,2,0
74,530579405001,1315,1,0
74,482013501002,10488,1,0
74,481130199002,1244,1,0
74,560419752003,1256,1,0
74,480850311002,1210,1,0
74,484391115431,2396,1,0
74,340170199002,3479,1,0
74,290470213072,3167,2,0
74,170318241133,4577,1,0
74,360594082001,806,1,0
74,360610168002,2392,2,3
74,471490415001,2538,1,1
74,320310028023,1720,1,0
74,120830027023,1408,1,0
74,371899205002,4817,5,3
74,60590115042,1387,1,0
74,295101124003,1306,3,3
74,320030007001,3055,2,5
74,484530006041,1273,1,0
74,340390362004,1996,1,0
74,360050063001,995,4,1
74,490039604002,1656,1,0
74,210670039081,1985,1,0
74,170315804004,1107,2,0
74,60378001012,2720,3,1
74,60379303012,456,1,0
74,361190140001,1380,1,0
74,170978656004,1248,1,0
74,360810123011,1285,1,0
74,482015424003,4018,1,0
74,250092607001,2830,1,0
74,170312712001,1325,1,0
74,290997011013,1528,1,0
74,295101124003,1305,4,3
74,470370195001,2490,3,4
74,420454079013,832,1,0
74,390998120011,727,1,0
74,180290806002,1495,1,0
74,190450009003,1017,1,0
74,211170648001,1231,2,0
74,211199604001,1191,1,0
74,360150109001,1339,1,0
74,180816102021,4941,1,0
74,483539502003,1077,1,0
74,490351135142,2292,1,0
74,340270441023,2272,1,0
74,320030067001,215,98,123
74,471490408101,3046,1,0
74,482012302001,497,1,0
74,360610013001,1849,4,3
74,210590009003,2286,1,0
74,471870509062,1930,1,0
74,40131112021,2417,1,0
74,480759502001,882,4,0
74,450790114172,5982,1,0
74,90012105003,4388,1,2
74,511539014122,5633,1,0
74,320310024091,4733,1,2
74,391336009023,1783,1,0
74,360593036002,1673,1,1
74,484736803004,2808,1,0
74,171336001011,1870,1,0
74,60670061012,2327,1,0
74,420912067031,3895,1,0
74,480850316531,1593,1,0
74,320030043021,1475,1,0
74,271230376021,1364,1,0
74,290950141142,1664,1,2
74,60650432201,2732,1,0
74,360010140011,2874,1,0
74,120950171032,22360,7,14
74,481130141241,2750,2,2
74,211170670003,1279,1,0
74,484717902005,1062,1,0
74,360610013001,1848,5,3
74,320030067001,214,99,123
74,360610126001,3784,2,1
74,220190019012,2300,1,0
74,171978838081,1856,1,0
74,170317708002,3167,2,0
74,290950138021,1738,2,1
74,483750117001,1970,1,1
74,361190123033,1498,1,1
74,480410020011,3390,1,0
74,360930321015,2173,1,0
74,361031697013,1421,1,0
74,120710401233,3294,1,0
74,340311831012,1384,1,0
74,460990011011,1193,3,1
74,191530114041,3938,1,0
74,340076053001,1143,1,0
74,390539535004,2110,1,0
74,120779502002,744,1,0
74,170898549003,2647,1,0
74,60670093312,2319,1,0
74,60190055041,3383,1,0
74,160010021001,376,2,0
74,340210042044,2204,1,0
74,360870111012,2056,1,0
74,40030003011,1114,1,0
74,330150039011,2982,1,0
74,482013402011,414,1,0
74,150030084061,7072,1,0
74,420850334002,588,1,0
74,60855033044,826,1,0
74,271711008024,3819,1,0
74,482012317001,2850,2,0
74,121150027221,3267,1,0
74,340330208001,924,1,0
74,90117011005,1906,1,1
74,340190113021,4016,1,0
74,481130107032,1430,1,0
74,340311758022,1239,1,0
74,120860007121,2456,1,0
74,60375541052,2023,1,0
74,290950138024,1173,1,1
74,440070024006,1712,1,0
74,131171306123,3250,1,1
74,391131004003,1222,1,0
74,420293027061,1706,1,0
74,421298021021,3400,2,2
74,470370106021,2216,1,0
74,340139802001,1382,6,3
74,480850313151,3053,1,1
74,171859574002,931,1,0
74,360610099001,5975,4,2
74,421257227001,754,1,0
74,170999635003,652,1,0
74,320030067001,213,100,123
74,60670093292,1378,1,0
74,40136124003,2975,2,1
74,181570104001,6256,1,2
74,471630426002,1281,1,0
74,490111267001,1525,1,0
74,461030110041,5220,2,3
74,480850314072,5103,1,0
74,60670093082,2715,2,0
74,180816113002,611,1,1
74,120710106023,786,1,0
74,191530045022,1734,2,0
74,390351523022,1124,1,0
74,320030033181,6471,1,1
74,60014506043,1180,1,0
74,170898529032,4915,1,0
74,60590017071,2888,1,0
74,170310814021,2601,1,0
74,511710401002,1824,1,0
74,481410103432,1720,1,0
74,60371414003,2448,1,1
74,60650433172,3556,1,0
74,170318300081,3067,1,1
74,170318232002,2825,1,0
74,360610104001,805,2,4
74,170119652003,703,3,0
74,340130080001,715,3,0
74,170978644081,2154,1,0
74,360610047002,1588,1,0
74,211110101022,1636,1,1
74,391336010002,490,1,0
74,551332043023,837,1,0
74,370270301003,633,1,0
74,120570139082,8821,1,0
74,170438444022,1438,1,0
74,390250419003,1216,1,0
74,290470213073,1847,2,1
74,90010505003,1054,1,0
74,340390372002,1214,1,0
74,120850006031,1566,3,1
74,340130069001,2108,1,0
74,480850316381,1454,1,1
74,420710147002,1080,1,0
74,40138127003,1072,1,0
74,61110058013,1946,1,0
74,170910105001,2491,1,0
74,482015410011,9033,2,1
74,340130206002,1332,1,1
74,320030067001,212,101,123
74,60373022023,830,1,0
74,420034772003,666,1,0
74,340258099021,1408,1,0
74,460659777004,1983,1,0
74,221090017002,6503,1,1
74,420512606002,854,1,0
74,390572106023,1063,2,0
74,360595182013,1427,2,0
74,530330295043,2395,1,0
74,420834204002,1436,1,0
74,330170802031,5174,1,0
74,420710011001,1419,1,0
74,171635015022,1007,1,0
74,60670055083,1348,1,1
74,120090716001,702,1,0
74,461150002002,826,1,0
74,481130181265,2128,1,0
74,221210204012,2506,1,0
74,390351861031,2298,1,0
74,360810148001,1718,1,0
74,180290801012,1024,1,0
74,390490081422,1859,1,0
74,484530017732,1544,1,0
74,484391217021,1349,4,5
74,420912081001,2174,1,0
74,360810716001,986,5,9
74,371190060072,1694,1,0
74,483396923005,8828,1,0
74,290950147011,3880,2,1
74,390610060003,1265,1,0
74,470110112023,2825,1,0
74,60375751032,1757,1,0
74,484391139192,1226,1,0
74,170314909022,1484,1,0
74,530330224004,2055,1,0
74,371899207033,3162,1,1
74,120850007002,955,1,1
74,484391137052,1632,1,0
74,460990015006,1680,1,0
74,360810057003,1864,1,0
74,210670042041,2208,2,0
74,160539702001,1147,1,0
74,361170206003,1411,1,0
74,60710019031,11119,2,0
74,60750479012,1311,1,0
74,471079708001,1936,1,0
74,471579801001,79,2,1
74,171359577003,1172,2,0
74,212110405011,1803,1,0
74,340010102001,2303,1,0
74,420454013021,1453,1,0
74,400413760003,1588,1,0
74,471490409031,13281,3,0
74,530499503002,1360,2,0
74,170318079002,1352,1,0
74,60378002022,4710,7,5
74,481639501003,1634,2,0
74,421298038001,3269,1,0
74,180239505004,802,1,0
74,60371341012,2441,2,0
74,391290212001,4298,1,0
74,460819663012,2565,2,3
74,80899684001,1100,1,0
74,191530113001,3023,1,0
74,390490073934,2422,1,0
74,291892109262,1071,1,0
74,391059641002,1210,1,0
74,482015514003,2696,2,2
74,50330206001,999,1,0
74,190719702003,852,2,1
74,170318046033,1984,4,2
74,180030116094,1600,1,0
74,551332020013,2483,1,0
74,220330028011,576,1,1
74,490039608013,2139,2,1
74,482013506011,2775,1,2
74,172030306013,1776,1,0
74,420454069042,3499,1,2
74,320030058262,698,1,0
74,420912001031,1750,1,0
74,121113820082,2407,2,1
74,320030053542,4285,2,0
74,50910210007,328,1,0
74,170318439001,782,1,0
74,390170111164,1840,2,0
74,210370519031,1921,1,0
74,250251402011,993,1,0
74,250250102042,1564,2,0
74,200910538012,3384,1,0
74,170318391001,4781,11,8
74,480539608002,2588,1,0
74,390351871063,1586,1,0
74,420171063002,4895,1,0
74,51190037111,3506,1,0
74,390610250021,1176,1,0
74,120710401181,1605,1,0
74,360610109001,169,2,1
74,360810028001,2019,1,0
74,180816106042,1413,1,0
74,360810275003,3118,1,0
74,481130137181,1615,1,0
74,210290202011,4562,3,3
74,180659767004,1567,1,0
74,360910602001,2433,1,0
74,361031466143,2249,1,0
74,410430201002,2186,1,0
74,390351781021,3134,2,0
74,291833111542,2463,2,0
74,390250404051,1977,1,0
74,481210217301,1609,1,0
74,360610022021,2097,1,1
74,461030108002,894,1,0
74,530670118212,1674,1,0
74,171310401002,649,3,0
74,40190005006,4471,1,0
74,181439669002,1713,1,2
74,40138168001,3435,2,2
74,60650406153,4394,1,0
74,121150023051,888,1,0
74,461030114002,1936,3,5
74,60990025031,2213,1,0
74,484530024211,6778,2,0
