poi_cbg_source,poi_cbg_destination,number_of_visitors,probability
510594151002,510594917042,3,0.00021957110444265535
510594151002,510594923001,3,0.00021957110444265535
510594151003,510594151001,3,0.0010402219140083217
510594151003,510594151002,79,0.027392510402219142
510594151003,510594152001,74,0.02565880721220527
510594151003,510594152003,353,0.1223994452149792
510594151003,510594152004,398,0.13800277392510402
510594151003,510594153001,16,0.005547850208044383
510594151003,510594153003,84,0.02912621359223301
510594151003,510594154013,3,0.0010402219140083217
510594151003,510594158001,107,0.03710124826629681
510594151003,510594161001,6,0.0020804438280166435
510594151003,510594162001,12,0.004160887656033287
510594151003,510594205022,27,0.009361997226074895
510594151003,510594205031,14,0.0048543689320388345
510594151003,510594205032,6,0.0020804438280166435
510594151003,510594206001,42,0.014563106796116505
510594151003,510594210021,591,0.20492371705963938
510594151003,510594211034,48,0.016643550624133148
510594151003,510594214001,112,0.038834951456310676
510594151003,510594215001,17,0.005894590846047157
510594151003,510594215002,72,0.024965325936199722
510594151003,510594216003,3,0.0010402219140083217
510594151003,510594218001,3,0.0010402219140083217
510594151003,510594219002,51,0.01768377253814147
510594151003,510594220001,3,0.0010402219140083217
510594151003,510594223021,12,0.004160887656033287
510594151003,510594224021,3,0.0010402219140083217
510594151003,510594301011,12,0.004160887656033287
510594151003,510594304001,6,0.0020804438280166435
510594151003,510594306003,6,0.0020804438280166435
510594151003,510594402011,12,0.004160887656033287
510594151003,510594402022,21,0.007281553398058253
510594151003,510594402023,30,0.010402219140083218
510594151003,510594405021,12,0.004160887656033287
510594151003,510594405023,18,0.0062413314840499305
510594151003,510594407011,3,0.0010402219140083217
510594151003,510594408003,9,0.0031206657420249652
510594151003,510594519001,6,0.0020804438280166435
510594151003,510594525011,6,0.0020804438280166435
510594151003,510594526003,3,0.0010402219140083217
510594151003,510594703001,214,0.07420249653259361
510594151003,510594713011,12,0.004160887656033287
510594151003,510594802022,345,0.119625520110957
510594151003,510594917022,15,0.005201109570041609
510594151003,510594920001,3,0.0010402219140083217
510594151003,510594920002,3,0.0010402219140083217
510594151003,510594925001,3,0.0010402219140083217
510594151003,516003003001,3,0.0010402219140083217
510594151003,516003005003,3,0.0010402219140083217
510594152001,510594151002,12,0.003770028275212064
510594152001,510594152001,132,0.04147031102733271
510594152001,510594152003,352,0.11058749607288722
510594152001,510594152004,375,0.117813383600377
510594152001,510594153001,9,0.002827521206409048
510594152001,510594153003,54,0.016965127238454288
510594152001,510594154013,3,0.000942507068803016
510594152001,510594154021,15,0.00471253534401508
510594152001,510594155001,18,0.005655042412818096
510594152001,510594155003,27,0.008482563619227144
510594152001,510594156002,3,0.000942507068803016
510594152001,510594158001,103,0.032359409362236885
510594152001,510594158003,18,0.005655042412818096
510594152001,510594159001,18,0.005655042412818096
510594152001,510594162002,96,0.030160226201696512
510594152001,510594208002,3,0.000942507068803016
510594152001,510594210021,111,0.034872761545711596
510594152001,510594210023,3,0.000942507068803016
510594152001,510594213002,3,0.000942507068803016
510594152001,510594214001,83,0.02607602890355011
510594152001,510594215001,74,0.023248507697141062
510594152001,510594215002,136,0.04272698711907006
510594152001,510594216001,6,0.001885014137606032
510594152001,510594219002,51,0.016022620169651274
510594152001,510594223011,3,0.000942507068803016
510594152001,510594301011,6,0.001885014137606032
510594152001,510594402011,21,0.006597549481621112
510594152001,510594515022,84,0.02639019792648445
510594152001,510594525011,18,0.005655042412818096
510594152001,510594528013,9,0.002827521206409048
510594152001,510594604003,3,0.000942507068803016
510594152001,510594703001,206,0.06471881872447377
510594152001,510594802022,1125,0.353440150801131
510594152001,510594913011,3,0.000942507068803016
510594152002,510594151002,63,0.02328159645232816
510594152002,510594152001,112,0.04138950480413895
510594152002,510594152002,224,0.0827790096082779
510594152002,510594152003,326,0.1204730229120473
510594152002,510594152004,337,0.12453806356245381
510594152002,510594153001,15,0.005543237250554324
510594152002,510594153003,54,0.019955654101995565
510594152002,510594154013,6,0.0022172949002217295
510594152002,510594155001,9,0.0033259423503325942
510594152002,510594158001,97,0.035846267553584624
510594152002,510594205022,12,0.004434589800443459
510594152002,510594205032,36,0.013303769401330377
510594152002,510594210021,264,0.0975609756097561
510594152002,510594210023,3,0.0011086474501108647
510594152002,510594214001,66,0.024390243902439025
510594152002,510594214004,3,0.0011086474501108647
510594152002,510594215001,12,0.004434589800443459
510594152002,510594215002,36,0.013303769401330377
510594152002,510594223021,36,0.013303769401330377
510594152002,510594224021,3,0.0011086474501108647
510594152002,510594224022,3,0.0011086474501108647
510594152002,510594402011,9,0.0033259423503325942
510594152002,510594402023,30,0.011086474501108648
510594152002,510594703001,194,0.07169253510716925
510594152002,510594802022,756,0.2793791574279379
510594152003,510594151002,97,0.037437282902354305
510594152003,510594152001,192,0.07410266306445387
510594152003,510594152003,874,0.33732149749131607
510594152003,510594152004,530,0.2045542261675029
510594152003,510594153001,21,0.008104978772674644
510594152003,510594153003,68,0.026244693168660748
510594152003,510594154021,12,0.004631416441528367
510594152003,510594155001,18,0.006947124662292551
510594152003,510594158001,144,0.05557699729834041
510594152003,510594204002,3,0.0011578541103820917
510594152003,510594205022,9,0.0034735623311462757
510594152003,510594211034,60,0.023157082207641837
510594152003,510594214001,104,0.04013894249324585
510594152003,510594215001,21,0.008104978772674644
510594152003,510594215002,60,0.023157082207641837
510594152003,510594223021,24,0.009262832883056734
510594152003,510594304003,3,0.0011578541103820917
510594152003,510594318021,3,0.0011578541103820917
510594152003,510594402011,18,0.006947124662292551
510594152003,510594703001,288,0.11115399459668082
510594152003,510594713012,3,0.0011578541103820917
510594152003,516003001003,33,0.01273639521420301
510594152003,516003001004,6,0.0023157082207641835
510594152004,510594151001,3,0.001047486033519553
510594152004,510594151002,15,0.005237430167597765
510594152004,510594152001,87,0.03037709497206704
510594152004,510594152003,388,0.13547486033519554
510594152004,510594152004,453,0.1581703910614525
510594152004,510594153001,18,0.006284916201117319
510594152004,510594153003,27,0.009427374301675978
510594152004,510594154011,3,0.001047486033519553
510594152004,510594154013,3,0.001047486033519553
510594152004,510594158001,106,0.037011173184357544
510594152004,510594159001,3,0.001047486033519553
510594152004,510594160001,3,0.001047486033519553
510594152004,510594161001,28,0.009776536312849162
510594152004,510594205022,9,0.0031424581005586594
510594152004,510594205031,3,0.001047486033519553
510594152004,510594210021,258,0.09008379888268156
510594152004,510594210022,18,0.006284916201117319
510594152004,510594211034,6,0.002094972067039106
510594152004,510594214001,54,0.018854748603351956
510594152004,510594214004,3,0.001047486033519553
510594152004,510594215001,15,0.005237430167597765
510594152004,510594215002,96,0.0335195530726257
510594152004,510594515012,12,0.004189944134078212
510594152004,510594526003,30,0.01047486033519553
510594152004,510594604003,18,0.006284916201117319
510594152004,510594605011,111,0.03875698324022346
510594152004,510594703001,212,0.07402234636871509
510594152004,510594802022,840,0.29329608938547486
510594152004,510594802031,6,0.002094972067039106
510594152004,510594803003,33,0.011522346368715084
510594152004,516003001002,3,0.001047486033519553
510594153001,510594151001,11,0.002713369511593488
510594153001,510594151002,303,0.07474099654662063
510594153001,510594152001,18,0.004440059200789344
510594153001,510594152003,51,0.012580167735569808
510594153001,510594152004,6,0.0014800197335964479
510594153001,510594153001,51,0.012580167735569808
510594153001,510594153002,6,0.0014800197335964479
510594153001,510594153003,15,0.00370004933399112
510594153001,510594154013,124,0.030587074494326592
510594153001,510594155003,69,0.017020226936359153
510594153001,510594159001,3,0.0007400098667982239
510594153001,510594160001,15,0.00370004933399112
510594153001,510594160002,3,0.0007400098667982239
510594153001,510594161001,6,0.0014800197335964479
510594153001,510594201002,3,0.0007400098667982239
510594153001,510594203002,3,0.0007400098667982239
510594153001,510594203003,12,0.0029600394671928957
510594153001,510594203004,3,0.0007400098667982239
510594153001,510594205011,12,0.0029600394671928957
510594153001,510594205022,48,0.011840157868771583
510594153001,510594205031,9,0.002220029600394672
510594153001,510594205032,3,0.0007400098667982239
510594153001,510594206002,9,0.002220029600394672
510594153001,510594208002,39,0.009620128268376911
510594153001,510594210011,21,0.005180069067587568
510594153001,510594210021,1982,0.48889985199802666
510594153001,510594210022,12,0.0029600394671928957
510594153001,510594210023,3,0.0007400098667982239
510594153001,510594211034,24,0.0059200789343857915
510594153001,510594213002,3,0.0007400098667982239
510594153001,510594214001,294,0.07252096694622595
510594153001,510594214002,3,0.0007400098667982239
510594153001,510594214004,21,0.005180069067587568
510594153001,510594215001,64,0.015786877158362113
510594153001,510594215002,315,0.07770103601381352
510594153001,510594216003,33,0.008140108534780463
510594153001,510594218002,111,0.027380365071534286
510594153001,510594219003,3,0.0007400098667982239
510594153001,510594221013,3,0.0007400098667982239
510594153001,510594223011,9,0.002220029600394672
510594153001,510594223021,43,0.010606808090774543
510594153001,510594223024,3,0.0007400098667982239
510594153001,510594224021,75,0.0185002466699556
510594153001,510594224031,3,0.0007400098667982239
510594153001,510594306004,3,0.0007400098667982239
510594153001,510594316002,3,0.0007400098667982239
510594153001,510594316003,24,0.0059200789343857915
510594153001,510594328001,3,0.0007400098667982239
510594153001,510594402011,150,0.0370004933399112
510594153001,510594408003,9,0.002220029600394672
510594153001,510594525011,6,0.0014800197335964479
510594153001,510594917023,3,0.0007400098667982239
510594153001,510594917032,3,0.0007400098667982239
510594153001,510594917042,3,0.0007400098667982239
510594153002,510594151001,3,0.0004718464926077383
510594153002,510594151002,195,0.030670022019502988
510594153002,510594152001,133,0.020918527838943064
510594153002,510594152003,396,0.06228373702422145
510594153002,510594152004,471,0.0740798993394149
510594153002,510594153001,47,0.007392261717521233
510594153002,510594153002,51,0.008021390374331552
510594153002,510594153003,106,0.01667190940547342
510594153002,510594154013,51,0.008021390374331552
510594153002,510594154021,6,0.0009436929852154766
510594153002,510594154022,3,0.0004718464926077383
510594153002,510594154023,102,0.016042780748663103
510594153002,510594155001,42,0.006605850896508336
510594153002,510594155003,225,0.03538848694558037
510594153002,510594158001,137,0.02154765649575338
510594153002,510594160001,15,0.0023592324630386913
510594153002,510594205011,12,0.0018873859704309531
510594153002,510594205022,27,0.0042466184334696445
510594153002,510594205031,6,0.0009436929852154766
510594153002,510594205032,24,0.0037747719408619063
510594153002,510594208002,15,0.0023592324630386913
510594153002,510594210021,687,0.10805284680717207
510594153002,510594210022,6,0.0009436929852154766
510594153002,510594211034,46,0.007234979553318654
510594153002,510594214001,226,0.03554576910978295
510594153002,510594214002,3,0.0004718464926077383
510594153002,510594215001,52,0.00817867253853413
510594153002,510594215002,183,0.028782636049072035
510594153002,510594216003,27,0.0042466184334696445
510594153002,510594218001,18,0.0028310789556464295
510594153002,510594218002,27,0.0042466184334696445
510594153002,510594218003,9,0.0014155394778232148
510594153002,510594219003,3,0.0004718464926077383
510594153002,510594221013,3,0.0004718464926077383
510594153002,510594223011,9,0.0014155394778232148
510594153002,510594223021,42,0.006605850896508336
510594153002,510594223024,6,0.0009436929852154766
510594153002,510594224021,36,0.005662157911292859
510594153002,510594224022,3,0.0004718464926077383
510594153002,510594402011,18,0.0028310789556464295
510594153002,510594402022,111,0.017458320226486315
510594153002,510594402023,3,0.0004718464926077383
510594153002,510594408003,3,0.0004718464926077383
510594153002,510594503004,9,0.0014155394778232148
510594153002,510594515012,12,0.0018873859704309531
510594153002,510594515022,6,0.0009436929852154766
510594153002,510594516013,3,0.0004718464926077383
510594153002,510594605021,3,0.0004718464926077383
510594153002,510594703001,274,0.04309531299150676
510594153002,510594705004,3,0.0004718464926077383
510594153002,510594713011,18,0.0028310789556464295
510594153002,510594802022,2436,0.3831393519974835
510594153002,510594822022,6,0.0009436929852154766
510594153003,510594151002,203,0.05684682161859423
510594153003,510594152001,109,0.030523662839540746
510594153003,510594152003,383,0.10725287034444134
510594153003,510594152004,420,0.11761411369364323
510594153003,510594153001,90,0.02520302436292355
510594153003,510594153002,40,0.011201344161299356
510594153003,510594153003,150,0.04200504060487258
510594153003,510594154013,21,0.005880705684682162
510594153003,510594154021,3,0.0008401008120974517
510594153003,510594154023,216,0.06048725847101652
510594153003,510594158001,108,0.03024362923550826
510594153003,510594160001,12,0.0033604032483898066
510594153003,510594161001,3,0.0008401008120974517
510594153003,510594162001,12,0.0033604032483898066
510594153003,510594162002,3,0.0008401008120974517
510594153003,510594203004,6,0.0016802016241949033
510594153003,510594205011,9,0.002520302436292355
510594153003,510594205031,9,0.002520302436292355
510594153003,510594205032,18,0.00504060487258471
510594153003,510594206001,39,0.010921310557266872
510594153003,510594206002,3,0.0008401008120974517
510594153003,510594208002,12,0.0033604032483898066
510594153003,510594210021,729,0.20414449733968076
510594153003,510594211034,6,0.0016802016241949033
510594153003,510594214001,222,0.06216746009521142
510594153003,510594214004,3,0.0008401008120974517
510594153003,510594215001,93,0.026043125175021
510594153003,510594215002,220,0.06160739288714646
510594153003,510594216003,42,0.011761411369364323
510594153003,510594218001,9,0.002520302436292355
510594153003,510594218002,27,0.007560907308877065
510594153003,510594218003,3,0.0008401008120974517
510594153003,510594221013,3,0.0008401008120974517
510594153003,510594222021,3,0.0008401008120974517
510594153003,510594223011,3,0.0008401008120974517
510594153003,510594223021,12,0.0033604032483898066
510594153003,510594223024,3,0.0008401008120974517
510594153003,510594301011,6,0.0016802016241949033
510594153003,510594306001,3,0.0008401008120974517
510594153003,510594320002,9,0.002520302436292355
510594153003,510594328001,3,0.0008401008120974517
510594153003,510594402011,36,0.01008120974516942
510594153003,510594402023,6,0.0016802016241949033
510594153003,510594405023,6,0.0016802016241949033
510594153003,510594408003,3,0.0008401008120974517
510594153003,510594508003,3,0.0008401008120974517
510594153003,510594514002,9,0.002520302436292355
510594153003,510594519001,6,0.0016802016241949033
510594153003,510594521021,3,0.0008401008120974517
510594153003,510594703001,216,0.06048725847101652
510594153003,510594920003,15,0.004200504060487258
510594154011,510594151001,18,0.0015192437542201215
510594154011,510594151002,666,0.056212018906144495
510594154011,510594152001,84,0.0070898041863605675
510594154011,510594152003,281,0.023717083051991897
510594154011,510594152004,546,0.046083727211343684
510594154011,510594153001,47,0.003966914247130317
510594154011,510594153003,58,0.004895340985820391
510594154011,510594154011,499,0.04211681296421337
510594154011,510594154013,310,0.026164753544902095
510594154011,510594154021,18,0.0015192437542201215
510594154011,510594154022,64,0.0054017555705604325
510594154011,510594154023,183,0.015445644834571236
510594154011,510594155001,33,0.0027852802160702227
510594154011,510594155002,75,0.0063301823092505064
510594154011,510594155003,54,0.004557731262660365
510594154011,510594155004,3,0.00025320729237002026
510594154011,510594156001,3,0.00025320729237002026
510594154011,510594156002,3,0.00025320729237002026
510594154011,510594158001,165,0.013926401080351114
510594154011,510594158003,44,0.003713706954760297
510594154011,510594159001,6,0.0005064145847400405
510594154011,510594160001,21,0.0017724510465901419
510594154011,510594161001,58,0.004895340985820391
510594154011,510594162001,18,0.0015192437542201215
510594154011,510594162002,156,0.013166779203241054
510594154011,510594201002,3,0.00025320729237002026
510594154011,510594203004,9,0.0007596218771100607
510594154011,510594204001,21,0.0017724510465901419
510594154011,510594205011,20,0.001688048615800135
510594154011,510594205022,54,0.004557731262660365
510594154011,510594205031,25,0.002110060769750169
510594154011,510594205032,21,0.0017724510465901419
510594154011,510594206001,63,0.005317353139770426
510594154011,510594206002,25,0.002110060769750169
510594154011,510594207002,6,0.0005064145847400405
510594154011,510594208002,51,0.004304523970290344
510594154011,510594210011,321,0.02709318028359217
510594154011,510594210021,2365,0.19961174881836596
510594154011,510594210022,15,0.0012660364618501012
510594154011,510594210023,3,0.00025320729237002026
510594154011,510594211021,3,0.00025320729237002026
510594154011,510594211034,48,0.004051316677920324
510594154011,510594213001,6,0.0005064145847400405
510594154011,510594213002,17,0.0014348413234301148
510594154011,510594214001,681,0.0574780553679946
510594154011,510594214002,3,0.00025320729237002026
510594154011,510594214003,6,0.0005064145847400405
510594154011,510594214004,38,0.0032072923700202567
510594154011,510594215001,684,0.057731262660364616
510594154011,510594215002,1007,0.0849932478055368
510594154011,510594216003,72,0.006076975016880486
510594154011,510594218001,18,0.0015192437542201215
510594154011,510594218002,54,0.004557731262660365
510594154011,510594218003,8,0.0006752194463200541
510594154011,510594219002,54,0.004557731262660365
510594154011,510594220001,18,0.0015192437542201215
510594154011,510594221013,17,0.0014348413234301148
510594154011,510594221021,3,0.00025320729237002026
510594154011,510594223011,18,0.0015192437542201215
510594154011,510594223012,3,0.00025320729237002026
510594154011,510594223021,116,0.009790681971640782
510594154011,510594223024,3,0.00025320729237002026
510594154011,510594224021,205,0.017302498311951384
510594154011,510594301011,6,0.0005064145847400405
510594154011,510594306003,6,0.0005064145847400405
510594154011,510594306004,12,0.001012829169480081
510594154011,510594316003,9,0.0007596218771100607
510594154011,510594322011,3,0.00025320729237002026
510594154011,510594327022,9,0.0007596218771100607
510594154011,510594328001,9,0.0007596218771100607
510594154011,510594402011,93,0.007849426063470628
510594154011,510594402022,120,0.01012829169480081
510594154011,510594402023,3,0.00025320729237002026
510594154011,510594405021,6,0.0005064145847400405
510594154011,510594408003,12,0.001012829169480081
510594154011,510594506011,30,0.0025320729237002025
510594154011,510594515022,33,0.0027852802160702227
510594154011,510594519001,12,0.001012829169480081
510594154011,510594522004,3,0.00025320729237002026
510594154011,510594525011,3,0.00025320729237002026
510594154011,510594526001,15,0.0012660364618501012
510594154011,510594604003,3,0.00025320729237002026
510594154011,510594606002,5,0.00042201215395003375
510594154011,510594616022,24,0.002025658338960162
510594154011,510594703001,330,0.02785280216070223
510594154011,510594713011,18,0.0015192437542201215
510594154011,510594802021,12,0.001012829169480081
510594154011,510594802022,1563,0.13192099932478055
510594154011,510594910001,3,0.00025320729237002026
510594154011,510594913031,3,0.00025320729237002026
510594154011,510594922021,6,0.0005064145847400405
510594154012,510594151002,386,0.07383320581484315
510594154012,510594152001,40,0.0076511094108645756
510594154012,510594152003,84,0.016067329762815608
510594154012,510594152004,335,0.06407804131599082
510594154012,510594153001,38,0.0072685539403213465
510594154012,510594153003,18,0.0034429992348890587
510594154012,510594154011,435,0.08320581484315226
510594154012,510594154013,100,0.019127773527161437
510594154012,510594154022,21,0.004016832440703902
510594154012,510594154023,39,0.007459831675592961
510594154012,510594155001,6,0.0011476664116296864
510594154012,510594155003,27,0.005164498852333588
510594154012,510594158001,113,0.021614384085692426
510594154012,510594158003,18,0.0034429992348890587
510594154012,510594160001,21,0.004016832440703902
510594154012,510594161001,18,0.0034429992348890587
510594154012,510594162001,6,0.0011476664116296864
510594154012,510594162002,3,0.0005738332058148432
510594154012,510594202031,3,0.0005738332058148432
510594154012,510594204001,6,0.0011476664116296864
510594154012,510594204002,3,0.0005738332058148432
510594154012,510594205011,15,0.002869166029074216
510594154012,510594205022,99,0.018936495791889826
510594154012,510594205031,6,0.0011476664116296864
510594154012,510594205032,6,0.0011476664116296864
510594154012,510594206001,135,0.025822494261667942
510594154012,510594206002,9,0.0017214996174445293
510594154012,510594208002,33,0.006312165263963275
510594154012,510594210011,108,0.020657995409334353
510594154012,510594210021,1335,0.2553557765876052
510594154012,510594211034,42,0.008033664881407804
510594154012,510594214001,234,0.04475899005355777
510594154012,510594214002,3,0.0005738332058148432
510594154012,510594214003,3,0.0005738332058148432
510594154012,510594214004,23,0.004399387911247131
510594154012,510594215001,270,0.051644988523335884
510594154012,510594215002,499,0.09544758990053558
510594154012,510594216002,3,0.0005738332058148432
510594154012,510594216003,45,0.008607498087222647
510594154012,510594218001,9,0.0017214996174445293
510594154012,510594218002,27,0.005164498852333588
510594154012,510594219002,3,0.0005738332058148432
510594154012,510594221013,3,0.0005738332058148432
510594154012,510594222022,3,0.0005738332058148432
510594154012,510594223011,6,0.0011476664116296864
510594154012,510594223021,60,0.011476664116296864
510594154012,510594223024,8,0.001530221882172915
510594154012,510594224021,220,0.042081101759755164
510594154012,510594224031,3,0.0005738332058148432
510594154012,510594224032,3,0.0005738332058148432
510594154012,510594306004,39,0.007459831675592961
510594154012,510594401004,3,0.0005738332058148432
510594154012,510594402011,21,0.004016832440703902
510594154012,510594402023,9,0.0017214996174445293
510594154012,510594522004,3,0.0005738332058148432
510594154012,510594525011,6,0.0011476664116296864
510594154012,510594525023,3,0.0005738332058148432
510594154012,510594703001,208,0.03978576893649579
510594154012,516003003002,3,0.0005738332058148432
510594154013,510594151001,43,0.0032369768142125866
510594154013,510594151002,764,0.057512797350195724
510594154013,510594152001,58,0.004366154772658838
510594154013,510594152002,9,0.0006775067750677507
510594154013,510594152003,101,0.007603131586871425
510594154013,510594152004,478,0.03598313760915387
510594154013,510594153001,125,0.009409816320385426
510594154013,510594153002,18,0.0013550135501355014
510594154013,510594153003,12,0.0009033423667570009
510594154013,510594154011,389,0.029283348389039447
510594154013,510594154013,460,0.03462812405901837
510594154013,510594154021,3,0.00022583559168925022
510594154013,510594154022,51,0.0038392050587172538
510594154013,510594154023,237,0.017841011743450767
510594154013,510594155001,6,0.00045167118337850043
510594154013,510594155002,6,0.00045167118337850043
510594154013,510594155003,146,0.010990665462210178
510594154013,510594158001,151,0.011367058115025594
510594154013,510594158003,18,0.0013550135501355014
510594154013,510594159001,3,0.00022583559168925022
510594154013,510594160001,34,0.0025594700391448357
510594154013,510594160002,18,0.0013550135501355014
